Id;Question;Chart
714;Discarding variables capital-loss and fnlwgt would be better than discarding all the records with missing values for those variables.;'adult_mv'
715;Discarding variables hours-per-week and fnlwgt would be better than discarding all the records with missing values for those variables.;'adult_mv'
716;Discarding variables age and education would be better than discarding all the records with missing values for those variables.;'adult_mv'
717;Discarding variables workclass and education would be better than discarding all the records with missing values for those variables.;'adult_mv'
718;Discarding variables fnlwgt and education would be better than discarding all the records with missing values for those variables.;'adult_mv'
719;Discarding variables marital-status and education would be better than discarding all the records with missing values for those variables.;'adult_mv'
720;Discarding variables occupation and education would be better than discarding all the records with missing values for those variables.;'adult_mv'
721;Discarding variables relationship and education would be better than discarding all the records with missing values for those variables.;'adult_mv'
722;Discarding variables race and education would be better than discarding all the records with missing values for those variables.;'adult_mv'
723;Discarding variables gender and education would be better than discarding all the records with missing values for those variables.;'adult_mv'
724;Discarding variables capital-gain and education would be better than discarding all the records with missing values for those variables.;'adult_mv'
725;Discarding variables capital-loss and education would be better than discarding all the records with missing values for those variables.;'adult_mv'
726;Discarding variables hours-per-week and education would be better than discarding all the records with missing values for those variables.;'adult_mv'
727;Discarding variables age and educational-num would be better than discarding all the records with missing values for those variables.;'adult_mv'
728;Discarding variables workclass and educational-num would be better than discarding all the records with missing values for those variables.;'adult_mv'
