Question;Chart
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, it is possible to state that KNN algorithm classifies (not A, not B) as 1 for any k ≤ 124.;'Churn_Modelling_decision_tree'
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, it is possible to state that KNN algorithm classifies (A,B) as 0 for any k ≤ 124.;'Churn_Modelling_decision_tree'
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, it is possible to state that KNN algorithm classifies (not A, B) as 0 for any k ≤ 124.;'Churn_Modelling_decision_tree'
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, it is possible to state that KNN algorithm classifies (A, not B) as 0 for any k ≤ 124.;'Churn_Modelling_decision_tree'
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, it is possible to state that KNN algorithm classifies (not A, not B) as 0 for any k ≤ 124.;'Churn_Modelling_decision_tree'
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, the Decision Tree presented classifies (A,B) as 1.;'Churn_Modelling_decision_tree'
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, the Decision Tree presented classifies (not A, B) as 1.;'Churn_Modelling_decision_tree'
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, the Decision Tree presented classifies (A, not B) as 1.;'Churn_Modelling_decision_tree'
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, the Decision Tree presented classifies (not A, not B) as 1.;'Churn_Modelling_decision_tree'
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, the Decision Tree presented classifies (A,B) as 0.;'Churn_Modelling_decision_tree'
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, the Decision Tree presented classifies (not A, B) as 0.;'Churn_Modelling_decision_tree'
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, the Decision Tree presented classifies (A, not B) as 0.;'Churn_Modelling_decision_tree'
Considering that A=True<=>Age<=42.5 and B=True<=>NumOfProducts<=2.5, the Decision Tree presented classifies (not A, not B) as 0.;'Churn_Modelling_decision_tree'
We are able to identify the existence of overfitting for MLP models trained longer than 1293 episodes.;'Churn_Modelling_overfitting_mlp'
We are able to identify the existence of overfitting for MLP models trained longer than 1188 episodes.;'Churn_Modelling_overfitting_mlp'
We are able to identify the existence of overfitting for MLP models trained longer than 1274 episodes.;'Churn_Modelling_overfitting_mlp'
We are able to identify the existence of overfitting for MLP models trained longer than 1420 episodes.;'Churn_Modelling_overfitting_mlp'
We are able to identify the existence of overfitting for MLP models trained longer than 627 episodes.;'Churn_Modelling_overfitting_mlp'
We are able to identify the existence of overfitting for gradient boosting models with more than 122 estimators.;'Churn_Modelling_overfitting_gb'
We are able to identify the existence of overfitting for gradient boosting models with more than 96 estimators.;'Churn_Modelling_overfitting_gb'
We are able to identify the existence of overfitting for gradient boosting models with more than 102 estimators.;'Churn_Modelling_overfitting_gb'
We are able to identify the existence of overfitting for gradient boosting models with more than 107 estimators.;'Churn_Modelling_overfitting_gb'
We are able to identify the existence of overfitting for gradient boosting models with more than 82 estimators.;'Churn_Modelling_overfitting_gb'
We are able to identify the existence of overfitting for random forest models with more than 76 estimators.;'Churn_Modelling_overfitting_rf'
We are able to identify the existence of overfitting for random forest models with more than 143 estimators.;'Churn_Modelling_overfitting_rf'
We are able to identify the existence of overfitting for random forest models with more than 87 estimators.;'Churn_Modelling_overfitting_rf'
We are able to identify the existence of overfitting for random forest models with more than 102 estimators.;'Churn_Modelling_overfitting_rf'
We are able to identify the existence of overfitting for random forest models with more than 150 estimators.;'Churn_Modelling_overfitting_rf'
We are able to identify the existence of overfitting for KNN models with less than 2 neighbors.;'Churn_Modelling_overfitting_knn'
We are able to identify the existence of overfitting for KNN models with less than 3 neighbors.;'Churn_Modelling_overfitting_knn'
We are able to identify the existence of overfitting for KNN models with less than 4 neighbors.;'Churn_Modelling_overfitting_knn'
We are able to identify the existence of overfitting for KNN models with less than 5 neighbors.;'Churn_Modelling_overfitting_knn'
We are able to identify the existence of overfitting for KNN models with less than 6 neighbors.;'Churn_Modelling_overfitting_knn'
We are able to identify the existence of overfitting for decision tree models with more than 2 nodes of depth.;'Churn_Modelling_overfitting_decision_tree'
We are able to identify the existence of overfitting for decision tree models with more than 3 nodes of depth.;'Churn_Modelling_overfitting_decision_tree'
We are able to identify the existence of overfitting for decision tree models with more than 4 nodes of depth.;'Churn_Modelling_overfitting_decision_tree'
We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.;'Churn_Modelling_overfitting_decision_tree'
We are able to identify the existence of overfitting for decision tree models with more than 6 nodes of depth.;'Churn_Modelling_overfitting_decision_tree'
The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.;'Churn_Modelling_overfitting_rf'
The recall for the presented tree is higher than its accuracy.;'Churn_Modelling_decision_tree'
The precision for the presented tree is higher than its accuracy.;'Churn_Modelling_decision_tree'
The specificity for the presented tree is higher than its accuracy.;'Churn_Modelling_decision_tree'
The recall for the presented tree is lower than its accuracy.;'Churn_Modelling_decision_tree'
The precision for the presented tree is lower than its accuracy.;'Churn_Modelling_decision_tree'
The specificity for the presented tree is lower than its accuracy.;'Churn_Modelling_decision_tree'
The accuracy for the presented tree is higher than its recall.;'Churn_Modelling_decision_tree'
The precision for the presented tree is higher than its recall.;'Churn_Modelling_decision_tree'
The specificity for the presented tree is higher than its recall.;'Churn_Modelling_decision_tree'
The accuracy for the presented tree is lower than its recall.;'Churn_Modelling_decision_tree'
The precision for the presented tree is lower than its recall.;'Churn_Modelling_decision_tree'
The specificity for the presented tree is lower than its recall.;'Churn_Modelling_decision_tree'
The accuracy for the presented tree is higher than its precision.;'Churn_Modelling_decision_tree'
The recall for the presented tree is higher than its precision.;'Churn_Modelling_decision_tree'
The specificity for the presented tree is higher than its precision.;'Churn_Modelling_decision_tree'
The accuracy for the presented tree is lower than its precision.;'Churn_Modelling_decision_tree'
The recall for the presented tree is lower than its precision.;'Churn_Modelling_decision_tree'
The specificity for the presented tree is lower than its precision.;'Churn_Modelling_decision_tree'
The accuracy for the presented tree is higher than its specificity.;'Churn_Modelling_decision_tree'
The recall for the presented tree is higher than its specificity.;'Churn_Modelling_decision_tree'
The precision for the presented tree is higher than its specificity.;'Churn_Modelling_decision_tree'
The accuracy for the presented tree is lower than its specificity.;'Churn_Modelling_decision_tree'
The recall for the presented tree is lower than its specificity.;'Churn_Modelling_decision_tree'
The precision for the presented tree is lower than its specificity.;'Churn_Modelling_decision_tree'
The number of False Positives is higher than the number of True Positives for the presented tree.;'Churn_Modelling_decision_tree'
The number of True Negatives is higher than the number of True Positives for the presented tree.;'Churn_Modelling_decision_tree'
The number of False Negatives is higher than the number of True Positives for the presented tree.;'Churn_Modelling_decision_tree'
