no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,avg_price_per_room,no_of_special_requests,booking_status
1,0,0,2,Not Selected,0,Room_Type 1,83,2018,7,15,0,77.0,1,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 6,13,2018,5,11,0,161.66,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,131,2018,5,12,0,94.5,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,0,101.5,0,Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,161,2018,7,25,0,121.5,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,65,2018,4,7,0,118.8,0,Canceled
1,0,0,1,Not Selected,0,Room_Type 3,0,2017,12,31,0,0.0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,13,2018,2,12,0,91.0,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,0,110.0,1,Not_Canceled
3,0,1,0,Meal Plan 1,0,Room_Type 5,0,2018,8,8,0,188.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,109,2018,10,28,0,104.4,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,0,76.67,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,0,75.0,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,68,2018,2,13,0,78.3,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,73,2018,11,12,0,79.2,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,10,19,0,123.0,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,0,60.0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,4,2017,12,30,0,137.0,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,29,2018,1,8,0,79.54,1,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,0,58.5,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 4,3,2017,11,30,0,0.0,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,0,81.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,3,3,0,61.5,2,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,0,75.33,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,164,2017,10,2,0,100.0,1,Not_Canceled
2,2,0,3,Meal Plan 1,0,Room_Type 7,1,2018,4,13,0,203.33,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,14,0,111.0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,145,2018,7,1,0,72.76,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,3,22,0,78.3,0,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,53,2018,3,6,0,65.75,0,Not_Canceled
1,2,0,2,Not Selected,1,Room_Type 1,12,2018,8,16,0,150.5,1,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,4,2018,1,2,0,109.0,0,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,31,2018,8,10,0,141.55,1,Not_Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,0,115.0,1,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,104,2017,10,6,0,114.0,1,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2,2018,4,12,0,119.0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,0,109.0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,11,0,124.0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,0,100.0,0,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,105,2018,10,26,0,123.3,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,159,2018,5,13,0,114.75,1,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,0,120.0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,54,2018,6,20,0,90.95,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,0,65.0,0,Not_Canceled
1,0,0,2,Meal Plan 1,1,Room_Type 1,3,2018,3,31,1,67.0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,11,6,0,90.95,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,59,2018,6,4,1,95.0,0,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,54,2018,3,1,0,49.43,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,58,2018,4,13,0,105.3,0,Canceled
2,2,0,2,Meal Plan 1,1,Room_Type 6,78,2018,4,7,0,177.3,2,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,257,2018,12,25,0,78.81,2,Canceled
2,0,0,1,Not Selected,1,Room_Type 1,90,2018,4,8,0,85.5,1,Not_Canceled
2,2,0,4,Meal Plan 1,0,Room_Type 6,23,2018,11,22,0,147.9,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,135,2018,10,1,0,132.3,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,2,25,0,66.0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,248,2018,5,26,0,118.0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,23,1,65.0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2018,5,31,0,97.75,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 7,2,2018,9,21,1,0.0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,219,2018,8,15,0,96.3,0,Canceled
2,0,2,4,Not Selected,0,Room_Type 1,217,2018,8,7,0,80.75,1,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,8,2018,5,25,0,119.0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,61,2017,7,11,0,55.96,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,0,70.0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,43,2018,12,4,0,110.2,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,220,2018,10,20,0,80.75,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,25,2018,4,30,0,156.0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,6,2017,8,14,0,95.33,2,Not_Canceled
1,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,0,86.0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,30,2018,5,25,0,98.1,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,78,2018,4,5,0,97.33,0,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 4,80,2017,10,9,0,108.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2017,10,29,0,85.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,111,2018,11,8,0,59.5,0,Canceled
1,0,1,0,Not Selected,0,Room_Type 1,2,2018,5,9,0,89.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,0,120.0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2018,9,9,0,130.5,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,8,2017,11,6,0,104.5,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,22,2018,6,2,0,149.33,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,133,2018,7,13,0,72.25,1,Not_Canceled
1,0,2,5,Meal Plan 1,0,Room_Type 1,113,2018,5,10,0,80.14,0,Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,180,2018,8,10,0,130.05,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,28,2017,9,29,0,96.36,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,74,2018,9,18,0,102.68,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,5,2018,6,20,0,143.5,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,125,2018,9,7,0,136.0,2,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,0,78.0,0,Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,65,2017,7,1,0,68.0,1,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,52,2018,10,17,0,108.0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,0,100.0,0,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 6,0,2018,5,10,0,153.15,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,10,7,0,144.0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,30,2018,11,18,0,114.0,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,0,62.8,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,0,70.0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,36,2017,9,18,0,85.0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,0,105.0,0,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,97,2018,7,21,0,141.3,2,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,0,2017,9,19,0,126.0,3,Not_Canceled
2,2,1,3,Meal Plan 1,0,Room_Type 7,71,2018,10,20,0,263.91,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,3,31,0,90.9,1,Canceled
3,0,2,4,Meal Plan 1,0,Room_Type 4,26,2018,6,17,0,161.6,0,Canceled
3,0,2,4,Meal Plan 1,0,Room_Type 4,13,2018,12,2,0,131.89,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,40,2018,8,13,0,149.4,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,10,6,0,65.0,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 6,63,2018,11,7,0,193.68,0,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,85,2018,12,3,0,98.0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,59,2018,3,28,0,85.85,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 1,221,2018,8,22,0,96.9,1,Not_Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,31,2018,5,15,0,95.0,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,64,2018,7,25,0,94.5,1,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,0,120.0,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,34,2018,11,7,0,138.7,0,Not_Canceled
2,0,2,5,Meal Plan 2,0,Room_Type 1,277,2018,9,5,0,89.14,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,0,60.0,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,0,120.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,253,2018,12,8,0,78.3,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,11,10,0,120.0,0,Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,33,2017,10,7,0,75.6,1,Not_Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,24,2018,7,26,0,187.0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,0,115.0,1,Canceled
2,0,1,2,Not Selected,0,Room_Type 1,16,2018,12,2,0,85.78,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,50,2018,11,11,0,131.4,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 4,15,2017,9,16,0,115.0,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2017,9,17,0,119.25,0,Not_Canceled
1,1,2,5,Meal Plan 2,0,Room_Type 1,80,2018,12,20,0,88.29,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,220,2018,9,2,0,96.3,1,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,0,115.0,1,Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,0,94.5,0,Canceled
1,0,0,1,Not Selected,0,Room_Type 1,2,2018,6,28,0,127.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,2,19,0,86.0,0,Not_Canceled
2,0,2,1,Meal Plan 1,1,Room_Type 1,49,2017,12,5,0,115.2,2,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,35,2018,2,24,0,93.63,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,0,2018,2,13,0,106.0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,1,2018,4,12,0,119.0,1,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,53,2018,9,1,0,121.35,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2017,12,30,0,67.0,0,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,11,2018,2,1,0,79.0,0,Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,158,2018,7,7,0,146.7,2,Canceled
2,1,0,1,Meal Plan 2,0,Room_Type 1,32,2018,4,27,0,165.15,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,9,15,0,135.9,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,11,26,0,95.0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,19,2018,9,19,0,95.0,1,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,12,2018,5,29,0,97.02,1,Not_Canceled
3,0,0,1,Meal Plan 1,1,Room_Type 4,59,2018,9,7,0,139.5,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,4,4,0,80.0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,0,108.0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,0,108.9,1,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,72,2018,11,18,0,79.2,1,Canceled
2,1,1,0,Meal Plan 1,0,Room_Type 1,0,2017,11,1,0,90.4,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,0,115.0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 2,54,2018,10,29,0,95.0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,10,15,0,100.0,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,34,2018,6,19,0,80.75,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,9,0,100.0,0,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,104,2018,4,15,0,76.5,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,128,2018,7,11,0,97.42,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,150,2018,9,9,0,89.4,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,29,2017,10,17,0,95.04,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 2,127,2018,3,19,0,94.7,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,34,2018,4,22,0,105.3,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,0,2017,12,19,0,75.0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,169,2018,7,13,0,72.25,0,Not_Canceled
3,0,1,4,Meal Plan 1,0,Room_Type 4,176,2018,8,1,0,130.05,2,Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,9,2018,3,28,0,127.67,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,0,85.0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,4,2018,12,9,0,118.67,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,132,2017,12,20,0,55.63,0,Not_Canceled
1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,0,120.0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,0,101.5,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,0,95.0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,47,2018,6,16,0,140.4,0,Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,36,2018,5,14,0,159.3,0,Canceled
2,0,2,3,Not Selected,0,Room_Type 2,34,2017,10,15,0,94.3,0,Not_Canceled
2,0,2,2,Meal Plan 2,1,Room_Type 1,14,2017,9,4,0,113.0,3,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,183,2018,8,3,0,112.0,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,210,2018,8,7,0,90.95,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,22,2018,4,30,0,172.0,0,Canceled
2,1,1,1,Not Selected,0,Room_Type 1,158,2018,12,24,0,79.2,1,Canceled
1,0,1,0,Not Selected,0,Room_Type 1,4,2018,5,23,0,144.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,5,2017,11,4,0,70.0,0,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,0,150.0,1,Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,34,2018,10,26,0,100.0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,0,62.0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,83,2018,6,14,0,167.4,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,263,2017,9,21,0,67.0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,119,2018,3,29,0,83.0,0,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,89,2018,10,3,0,113.4,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,217,2018,8,10,0,96.3,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,193,2018,7,25,0,90.95,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,91,2018,4,2,0,59.37,0,Not_Canceled
1,0,5,15,Meal Plan 1,0,Room_Type 1,117,2017,7,7,0,48.6,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,64,2018,9,4,0,103.95,1,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,0,90.0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,255,2018,6,3,0,80.85,1,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 2,110,2017,7,23,0,98.2,1,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,11,2018,5,25,0,99.0,0,Not_Canceled
1,0,2,8,Meal Plan 1,0,Room_Type 1,13,2018,1,20,0,81.7,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,60,2018,7,12,0,105.3,0,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,101,2018,7,22,0,142.2,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,0,130.0,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,3,2,0,65.0,0,Not_Canceled
2,0,0,4,Meal Plan 2,0,Room_Type 1,296,2018,9,21,0,117.0,1,Canceled
3,0,2,8,Meal Plan 1,0,Room_Type 4,150,2018,7,14,0,131.75,2,Canceled
2,0,2,5,Not Selected,0,Room_Type 1,213,2018,6,30,0,92.29,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,39,2018,4,24,0,94.5,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,0,90.0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,58,2017,11,13,0,79.2,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,223,2018,8,30,0,90.95,2,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,0,115.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,13,2018,11,17,0,105.0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,71,2018,5,1,0,132.6,0,Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 4,7,2018,7,12,0,147.3,1,Not_Canceled
3,0,1,1,Meal Plan 2,0,Room_Type 4,63,2018,5,14,0,210.6,0,Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,10,2017,8,22,0,97.0,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,9,2018,7,20,0,108.0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,0,2017,8,5,0,90.0,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,176,2018,7,12,0,90.95,0,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,117,2018,8,12,0,112.5,1,Not_Canceled
2,0,0,0,Meal Plan 2,0,Room_Type 1,247,2018,6,6,0,0.0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,2,24,0,74.0,0,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,6,2018,3,29,1,65.0,0,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,97,2018,9,6,0,125.1,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,64,2018,1,19,0,65.36,2,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,147,2018,7,15,0,89.25,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,0,70.0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,0,89.0,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,0,70.0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,147,2017,12,29,0,72.25,2,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,28,2018,4,6,0,90.0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,189,2018,10,28,0,96.3,4,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,0,109.0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,11,25,0,75.0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,63,2018,2,15,0,58.0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,97,2017,9,3,0,89.25,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,193,2018,7,31,0,72.25,1,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,0,87.0,0,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,0,110.0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,25,2018,11,12,0,100.3,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,76,2018,4,30,0,132.6,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,9,26,0,0.0,0,Not_Canceled
2,1,0,3,Meal Plan 1,0,Room_Type 1,158,2018,7,7,0,131.8,1,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,44,2018,4,23,0,85.0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,0,115.0,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,50,2018,2,12,0,62.29,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,2,26,0,93.0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,38,2017,12,31,0,118.0,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,2,8,0,72.9,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,1,27,0,81.0,0,Not_Canceled
2,1,2,1,Meal Plan 2,0,Room_Type 1,5,2017,8,15,0,116.5,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,0,94.5,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,59,2018,12,11,0,119.0,1,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,54,2018,5,6,0,116.1,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2018,9,18,0,95.0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,63,2018,8,9,0,144.9,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,0,65.0,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 4,52,2018,5,15,0,140.4,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,12,5,0,96.0,0,Not_Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 1,0,2018,12,17,1,50.0,2,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,35,2017,11,2,0,60.0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,19,2017,9,19,0,124.0,2,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,336,2018,9,21,0,78.0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2018,1,31,0,66.0,0,Not_Canceled
2,1,2,1,Meal Plan 1,0,Room_Type 1,12,2017,12,5,0,64.0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,6,10,0,120.0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,7,5,0,84.0,0,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 1,19,2018,2,23,0,87.0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,178,2018,10,26,0,90.9,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,6,2018,12,28,0,110.5,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,12,16,0,70.0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 2,288,2018,12,22,0,67.25,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,0,76.67,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,190,2018,11,3,0,90.9,0,Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 1,18,2018,9,18,0,110.4,0,Canceled
