Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
Female,No,51,Yes,Engineer,3.0,Low,1.0,Cat_6,B
Female,No,27,Yes,Healthcare,0.0,Low,1.0,Cat_7,D
Female,No,25,Yes,Doctor,7.0,Low,3.0,Cat_4,D
Female,Yes,51,No,Artist,9.0,High,2.0,Cat_4,A
Female,Yes,26,Yes,Healthcare,,Average,2.0,Cat_6,B
Female,No,35,Yes,Doctor,0.0,Low,1.0,Cat_6,B
Female,,25,Yes,Doctor,1.0,Low,3.0,Cat_6,A
Male,No,30,No,Healthcare,6.0,Low,3.0,Cat_6,A
Female,No,41,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
Male,Yes,42,Yes,Artist,6.0,Low,3.0,Cat_6,A
Female,Yes,40,Yes,Artist,8.0,High,5.0,Cat_6,A
Male,No,36,Yes,Entertainment,13.0,Low,1.0,Cat_6,A
Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,B
Male,Yes,40,Yes,Executive,7.0,High,3.0,Cat_6,A
Female,Yes,40,Yes,Engineer,1.0,Average,2.0,Cat_6,D
Male,No,28,Yes,Artist,9.0,Low,6.0,Cat_6,D
Female,No,31,Yes,Marketing,8.0,Low,,Cat_1,D
Male,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,D
Female,No,28,Yes,Engineer,9.0,Low,5.0,Cat_6,A
Male,No,30,Yes,Healthcare,1.0,Low,1.0,Cat_6,A
Female,No,30,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
Female,No,38,Yes,Artist,9.0,Low,2.0,Cat_6,D
Male,Yes,43,Yes,Artist,7.0,Low,1.0,Cat_7,A
Male,No,29,Yes,Entertainment,9.0,Low,1.0,Cat_6,A
Female,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6,A
Male,Yes,27,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
Female,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,B
Female,No,51,Yes,Artist,1.0,Low,1.0,Cat_6,C
Female,No,48,Yes,Marketing,0.0,Low,1.0,Cat_6,A
Female,No,28,Yes,Marketing,9.0,Low,1.0,Cat_6,B
Female,No,40,Yes,Artist,3.0,Low,1.0,Cat_6,A
Male,Yes,51,Yes,Artist,1.0,Low,2.0,Cat_6,B
Female,Yes,36,No,Marketing,8.0,Low,2.0,Cat_6,A
Female,No,51,Yes,Marketing,9.0,Low,1.0,Cat_6,D
Male,Yes,45,Yes,Executive,5.0,High,4.0,Cat_4,A
Male,No,40,Yes,Artist,8.0,Low,1.0,Cat_6,A
Male,No,40,Yes,Artist,0.0,Low,1.0,Cat_7,B
Male,Yes,41,Yes,Artist,2.0,Low,2.0,Cat_6,B
Male,Yes,43,Yes,Entertainment,0.0,Average,4.0,Cat_6,C
Male,,21,No,Healthcare,1.0,Low,3.0,Cat_6,A
Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
Female,No,31,No,Doctor,0.0,Low,3.0,Cat_6,C
Female,Yes,42,Yes,Entertainment,6.0,Low,2.0,Cat_6,B
Male,Yes,61,No,Artist,0.0,Low,1.0,Cat_7,A
Female,Yes,45,Yes,Homemaker,0.0,Low,1.0,Cat_3,A
Female,Yes,63,Yes,Artist,5.0,Low,1.0,Cat_3,C
Male,Yes,86,No,Lawyer,0.0,Low,1.0,Cat_6,B
Female,Yes,67,No,Engineer,,High,3.0,Cat_7,C
Male,Yes,71,No,Executive,,High,3.0,Cat_7,A
Female,Yes,43,No,Entertainment,14.0,Low,2.0,Cat_3,A
Male,,28,No,Entertainment,,Low,2.0,Cat_6,A
Male,Yes,47,No,Entertainment,0.0,Low,2.0,Cat_6,B
Female,Yes,53,Yes,Artist,0.0,Average,4.0,Cat_6,B
Female,Yes,36,No,Entertainment,1.0,Average,2.0,Cat_4,A
Male,Yes,35,No,Entertainment,1.0,Low,,Cat_4,D
Female,Yes,48,Yes,Artist,1.0,High,4.0,,B
Female,Yes,60,Yes,Artist,3.0,Low,3.0,Cat_4,C
Female,Yes,45,No,Executive,,Low,1.0,Cat_6,D
Female,Yes,42,No,Engineer,0.0,Low,2.0,Cat_6,A
Female,Yes,89,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
Female,No,23,No,Marketing,4.0,Low,2.0,Cat_3,D
Male,Yes,46,Yes,Homemaker,11.0,Low,1.0,Cat_3,A
Male,No,22,No,,8.0,Low,4.0,Cat_4,D
Female,No,30,No,Healthcare,0.0,Low,7.0,Cat_6,B
Male,Yes,58,Yes,Entertainment,0.0,Low,,Cat_6,B
Male,Yes,73,Yes,Artist,0.0,Average,4.0,Cat_6,C
Female,Yes,71,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
Female,Yes,35,No,Engineer,0.0,Low,5.0,Cat_6,A
Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,Cat_6,D
Male,Yes,84,Yes,Lawyer,0.0,Low,2.0,Cat_6,A
Male,Yes,47,Yes,Entertainment,1.0,Average,5.0,Cat_6,C
Male,Yes,39,No,Executive,0.0,Low,2.0,Cat_6,B
Female,Yes,40,No,Engineer,0.0,Low,3.0,Cat_4,D
Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_6,C
Male,No,40,Yes,Artist,3.0,Low,2.0,Cat_6,B
Female,No,27,No,Artist,1.0,Low,6.0,Cat_6,D
Female,No,23,No,Healthcare,4.0,Low,4.0,Cat_7,A
Female,No,21,Yes,Artist,1.0,Low,2.0,Cat_6,A
Male,Yes,70,No,Lawyer,2.0,High,2.0,Cat_6,B
Male,Yes,28,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
Female,Yes,58,Yes,Homemaker,1.0,Low,4.0,Cat_6,C
Female,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
Female,Yes,49,No,Engineer,0.0,Average,5.0,,A
Female,Yes,37,No,Engineer,8.0,Average,3.0,Cat_6,B
Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_6,B
Female,No,28,No,Doctor,2.0,Low,4.0,Cat_6,A
Male,Yes,73,No,Entertainment,0.0,Average,2.0,Cat_6,A
Female,Yes,51,Yes,Artist,1.0,Average,5.0,Cat_3,C
Female,Yes,48,Yes,Doctor,8.0,Average,3.0,Cat_2,B
Male,Yes,72,Yes,Homemaker,9.0,Low,,,D
Male,Yes,47,No,Artist,1.0,Average,,Cat_6,D
Female,Yes,67,Yes,Doctor,0.0,Low,1.0,Cat_4,A
Male,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_4,C
Male,Yes,46,Yes,Artist,3.0,Average,3.0,Cat_6,A
Female,Yes,52,Yes,Artist,1.0,Average,4.0,Cat_6,B
Male,Yes,67,No,Lawyer,1.0,Low,1.0,Cat_6,B
Male,Yes,62,Yes,Doctor,0.0,Average,4.0,Cat_6,D
Male,Yes,45,Yes,Doctor,8.0,Average,3.0,Cat_4,B
Male,Yes,40,Yes,Doctor,1.0,Average,5.0,Cat_4,D
Female,Yes,60,Yes,Artist,4.0,Average,2.0,Cat_3,A
Female,Yes,37,Yes,Doctor,8.0,Average,4.0,Cat_2,A
Male,Yes,69,No,Executive,2.0,High,1.0,Cat_6,D
Female,Yes,58,Yes,Artist,1.0,High,4.0,Cat_6,C
Male,Yes,52,Yes,Artist,1.0,Low,,Cat_6,C
Male,No,20,No,Healthcare,2.0,Low,5.0,Cat_6,A
Female,,23,No,Healthcare,6.0,Low,4.0,Cat_2,D
Male,Yes,66,Yes,Artist,0.0,Low,1.0,Cat_4,D
Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_2,A
Female,Yes,53,Yes,Artist,0.0,Average,5.0,Cat_6,D
Female,Yes,59,Yes,Homemaker,6.0,Low,1.0,Cat_6,B
Female,Yes,61,Yes,Artist,0.0,Average,4.0,Cat_4,D
Female,Yes,68,Yes,Engineer,1.0,Low,2.0,Cat_4,B
Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_4,A
Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_2,D
Female,,49,Yes,Artist,0.0,Low,4.0,Cat_2,C
Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_2,D
Female,No,27,No,Healthcare,1.0,Low,4.0,Cat_6,A
Male,Yes,32,Yes,,1.0,Low,2.0,Cat_3,D
Female,Yes,67,Yes,Artist,0.0,Average,3.0,Cat_4,A
Male,No,27,No,Entertainment,1.0,Low,3.0,Cat_2,C
Male,Yes,72,Yes,Executive,0.0,Low,,Cat_6,B
Female,No,32,No,Doctor,1.0,Low,5.0,Cat_4,D
Female,No,28,No,,0.0,Low,2.0,Cat_3,B
Male,Yes,29,Yes,Healthcare,8.0,Low,,Cat_6,D
Female,No,19,No,Healthcare,1.0,Low,5.0,Cat_2,D
Female,Yes,52,Yes,Artist,1.0,Average,5.0,Cat_2,D
Female,Yes,47,Yes,Doctor,1.0,Average,2.0,Cat_2,B
Male,No,19,No,Healthcare,3.0,Low,5.0,Cat_2,A
Female,No,18,No,Healthcare,5.0,Low,,Cat_4,D
Female,Yes,79,No,Lawyer,1.0,High,2.0,Cat_6,C
Female,No,19,No,Healthcare,1.0,Low,4.0,Cat_4,A
Female,Yes,48,Yes,Artist,0.0,Low,3.0,Cat_2,C
Male,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_2,C
Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
Female,Yes,58,Yes,Artist,1.0,Low,1.0,Cat_4,A
Female,Yes,69,Yes,Engineer,1.0,Low,1.0,Cat_6,B
Male,Yes,37,Yes,Entertainment,4.0,Low,1.0,Cat_6,B
Female,No,30,No,Healthcare,0.0,Low,3.0,Cat_6,D
Female,,25,No,Healthcare,0.0,Low,4.0,Cat_6,D
Female,No,39,Yes,Engineer,8.0,Low,2.0,Cat_4,C
Male,Yes,43,Yes,Entertainment,3.0,Low,2.0,Cat_4,D
Female,No,32,No,Engineer,0.0,Low,1.0,Cat_4,A
Male,No,23,No,Healthcare,0.0,Low,5.0,Cat_3,A
Female,No,30,No,Healthcare,1.0,Low,3.0,Cat_4,D
Female,Yes,41,No,Engineer,1.0,Low,2.0,Cat_4,C
Male,Yes,49,Yes,Artist,1.0,Average,2.0,Cat_5,A
Male,Yes,66,No,Executive,6.0,Low,3.0,Cat_4,B
Female,Yes,67,Yes,Doctor,1.0,Low,2.0,Cat_6,D
Male,No,30,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
Female,No,39,Yes,Doctor,6.0,Low,1.0,Cat_2,C
Female,,52,Yes,Artist,0.0,Low,4.0,Cat_2,C
Female,Yes,57,Yes,Artist,0.0,Average,5.0,Cat_6,A
Male,Yes,63,Yes,Executive,1.0,High,1.0,Cat_6,B
Female,Yes,52,No,Homemaker,4.0,High,3.0,Cat_6,B
Male,Yes,61,Yes,,8.0,Average,2.0,Cat_6,C
Male,Yes,35,Yes,Entertainment,7.0,Low,2.0,Cat_6,D
Male,Yes,52,Yes,Artist,4.0,Average,2.0,Cat_6,B
Female,Yes,45,Yes,Engineer,2.0,High,2.0,Cat_4,A
Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,A
Female,Yes,45,Yes,Engineer,1.0,Average,2.0,Cat_6,D
Female,Yes,55,Yes,Engineer,0.0,Average,,Cat_6,B
Female,Yes,49,Yes,Engineer,4.0,Average,,Cat_3,C
Female,Yes,42,No,Entertainment,1.0,Low,6.0,Cat_3,D
Female,Yes,39,Yes,Doctor,3.0,High,2.0,Cat_4,A
Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_3,B
Male,Yes,43,No,Artist,1.0,Average,3.0,Cat_3,B
Male,Yes,50,No,Executive,1.0,Average,4.0,Cat_6,B
Male,Yes,37,Yes,Artist,1.0,Average,4.0,Cat_6,D
Female,No,37,Yes,Engineer,1.0,Low,1.0,Cat_6,C
Male,Yes,63,Yes,Entertainment,0.0,Low,3.0,Cat_6,B
Male,Yes,83,Yes,Lawyer,1.0,Low,2.0,Cat_3,A
Male,Yes,55,Yes,Artist,1.0,Average,3.0,Cat_3,A
Male,Yes,71,Yes,Artist,1.0,Low,3.0,Cat_6,D
Male,Yes,87,No,Lawyer,1.0,Low,1.0,Cat_4,C
Female,Yes,49,Yes,Entertainment,2.0,Average,5.0,Cat_3,A
Male,Yes,27,No,Doctor,0.0,Low,4.0,Cat_4,B
Female,Yes,25,No,Marketing,1.0,Low,4.0,Cat_4,D
Male,Yes,42,No,Healthcare,0.0,Low,2.0,Cat_3,D
Female,Yes,66,Yes,Artist,4.0,Low,2.0,Cat_6,A
Female,No,32,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
Female,Yes,32,Yes,Doctor,4.0,Low,2.0,Cat_6,D
Female,Yes,37,No,Doctor,8.0,Low,1.0,Cat_2,A
Female,Yes,62,,Lawyer,9.0,Low,5.0,Cat_6,B
Female,No,33,Yes,Healthcare,3.0,Low,4.0,Cat_4,D
Female,Yes,45,Yes,Homemaker,2.0,Average,2.0,Cat_3,A
Female,,18,No,Healthcare,5.0,Low,5.0,Cat_3,D
Female,Yes,37,Yes,Artist,0.0,Average,3.0,Cat_3,A
Male,No,30,Yes,Doctor,4.0,Low,4.0,Cat_3,B
Male,No,31,Yes,Entertainment,5.0,Low,3.0,Cat_6,A
Female,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_3,D
Male,No,31,Yes,Healthcare,,Low,1.0,Cat_3,D
Female,Yes,36,Yes,Doctor,8.0,Low,2.0,Cat_4,D
Male,Yes,61,Yes,Entertainment,0.0,Average,6.0,Cat_6,B
Female,Yes,83,No,Lawyer,0.0,High,2.0,Cat_6,C
Male,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6,C
Female,Yes,46,Yes,Artist,3.0,High,3.0,Cat_4,B
Male,Yes,48,Yes,Engineer,0.0,Average,3.0,Cat_3,B
Male,No,19,No,Healthcare,0.0,Low,5.0,Cat_3,A
Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,No,40,No,Engineer,,Low,1.0,Cat_6,A
Male,No,27,No,Healthcare,0.0,Low,5.0,Cat_2,B
Female,Yes,49,No,Marketing,0.0,Low,1.0,Cat_5,D
Male,No,19,No,Healthcare,1.0,Low,4.0,,B
Female,No,53,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
Male,No,29,Yes,Artist,8.0,Low,1.0,Cat_6,D
Male,No,23,No,Healthcare,3.0,Low,4.0,Cat_4,B
Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,D
Male,No,38,Yes,Entertainment,0.0,Low,4.0,Cat_6,A
Male,No,26,Yes,Doctor,11.0,Low,2.0,Cat_7,A
Female,No,19,No,Healthcare,1.0,Low,4.0,Cat_2,A
Female,,22,No,Healthcare,1.0,Low,4.0,Cat_6,D
Male,Yes,20,No,Entertainment,0.0,Low,2.0,Cat_6,D
Male,Yes,36,Yes,Healthcare,0.0,Low,3.0,Cat_6,C
Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
Female,No,20,No,Healthcare,7.0,Low,4.0,Cat_6,A
Female,No,18,No,Marketing,1.0,Low,4.0,Cat_6,A
Male,Yes,32,No,Artist,7.0,Average,2.0,Cat_6,A
Female,No,18,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,No,18,No,Healthcare,0.0,Low,2.0,Cat_6,C
Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,D
Female,Yes,75,Yes,Artist,1.0,High,2.0,Cat_6,C
Male,Yes,37,Yes,Engineer,0.0,Average,2.0,Cat_6,B
Female,Yes,35,Yes,Engineer,1.0,Low,3.0,Cat_3,B
Male,No,20,No,Healthcare,9.0,Low,3.0,Cat_6,A
Male,Yes,58,,Entertainment,2.0,Average,4.0,Cat_3,D
Male,No,33,No,Healthcare,8.0,Low,4.0,,D
Male,Yes,58,Yes,Artist,0.0,Low,3.0,Cat_6,A
Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_6,A
Male,Yes,50,Yes,Artist,4.0,Average,2.0,Cat_6,B
Female,No,51,Yes,Homemaker,0.0,Low,,Cat_6,B
Female,No,27,No,Healthcare,8.0,Low,3.0,Cat_4,D
Female,Yes,58,Yes,Doctor,1.0,Average,2.0,Cat_6,D
Male,Yes,62,No,Executive,1.0,Low,2.0,Cat_6,A
Male,Yes,79,Yes,Marketing,0.0,High,2.0,Cat_6,D
Female,No,19,No,Healthcare,1.0,Low,4.0,Cat_6,C
Female,No,33,No,Engineer,0.0,Low,,Cat_4,B
Male,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_6,D
Female,Yes,29,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
Female,,28,No,Healthcare,3.0,Low,3.0,Cat_2,A
Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_6,D
Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_4,D
Male,No,28,Yes,Artist,9.0,Low,3.0,Cat_6,D
Female,Yes,48,Yes,Artist,3.0,Average,4.0,Cat_6,C
Male,Yes,48,Yes,Doctor,3.0,Average,2.0,Cat_6,D
Male,Yes,66,No,Lawyer,0.0,Low,3.0,Cat_6,A
Female,Yes,47,Yes,Homemaker,1.0,Low,4.0,Cat_6,A
Female,Yes,68,Yes,Artist,1.0,High,4.0,Cat_6,A
Male,Yes,73,,Executive,0.0,High,2.0,Cat_6,A
Female,Yes,59,No,Lawyer,0.0,Low,1.0,Cat_2,B
Male,Yes,38,Yes,Doctor,7.0,Average,2.0,Cat_6,A
Female,Yes,76,No,Lawyer,1.0,High,2.0,Cat_6,A
Female,Yes,40,Yes,Engineer,3.0,Low,2.0,Cat_4,D
Female,Yes,49,Yes,Engineer,0.0,High,2.0,Cat_4,D
Female,No,33,No,Homemaker,0.0,Low,,Cat_4,A
Male,No,18,No,Healthcare,1.0,Low,,Cat_6,D
Female,Yes,69,Yes,Lawyer,0.0,High,2.0,Cat_6,D
Male,No,22,,Healthcare,1.0,Low,5.0,Cat_3,D
Female,No,18,,Healthcare,0.0,Low,3.0,Cat_3,D
Female,No,20,,Healthcare,1.0,Low,4.0,Cat_6,D
Male,Yes,36,Yes,Healthcare,1.0,Low,1.0,Cat_6,A
Female,Yes,67,Yes,Artist,0.0,Average,2.0,Cat_3,A
Female,Yes,37,Yes,Artist,1.0,Average,3.0,Cat_6,D
Female,No,26,No,Healthcare,2.0,Low,,Cat_6,D
Male,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,D
Female,Yes,67,Yes,Lawyer,1.0,Low,2.0,Cat_6,D
Female,No,29,Yes,Entertainment,1.0,Low,4.0,Cat_6,A
Female,Yes,76,Yes,Lawyer,0.0,Low,2.0,Cat_6,A
Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,C
Female,Yes,51,Yes,Homemaker,9.0,Average,2.0,Cat_6,D
Male,Yes,35,Yes,Entertainment,1.0,Low,2.0,Cat_3,A
Male,No,30,No,Doctor,3.0,Low,2.0,Cat_6,D
Male,Yes,47,Yes,Doctor,0.0,Average,2.0,Cat_3,A
Male,Yes,81,No,Lawyer,0.0,Low,1.0,Cat_6,A
Female,Yes,85,No,Lawyer,0.0,Low,1.0,Cat_6,A
Male,,60,Yes,Entertainment,,Average,5.0,Cat_6,A
Female,No,21,No,Healthcare,2.0,Low,3.0,Cat_6,D
Female,,40,Yes,Engineer,0.0,Low,1.0,Cat_6,A
Female,,35,Yes,Homemaker,4.0,Low,1.0,Cat_3,B
Female,,35,Yes,Healthcare,0.0,Low,1.0,Cat_4,A
Female,No,41,No,Engineer,1.0,Low,1.0,Cat_6,A
Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6,D
Male,No,22,No,Healthcare,0.0,Low,,Cat_4,D
Male,Yes,61,Yes,Artist,0.0,Low,,Cat_6,A
Male,No,23,No,Healthcare,0.0,Low,3.0,Cat_6,D
Male,No,31,No,Healthcare,1.0,Low,5.0,Cat_4,D
Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,A
Male,Yes,84,No,Executive,1.0,High,2.0,Cat_6,A
Male,Yes,41,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
Female,Yes,66,Yes,Artist,0.0,Average,2.0,Cat_4,D
Male,Yes,57,Yes,Artist,5.0,Low,2.0,Cat_6,C
Male,No,20,No,Healthcare,3.0,Low,4.0,Cat_2,A
Female,No,32,No,Homemaker,14.0,Low,1.0,Cat_6,C
Female,No,29,No,Homemaker,11.0,Low,1.0,Cat_6,D
Male,Yes,36,Yes,Executive,,High,4.0,Cat_6,A
Male,Yes,38,Yes,Entertainment,1.0,Average,3.0,Cat_6,B
Female,Yes,43,No,Doctor,1.0,Low,1.0,Cat_6,A
Female,No,42,No,Marketing,1.0,Low,1.0,Cat_6,D
Female,Yes,48,No,Homemaker,8.0,Low,1.0,Cat_6,C
Male,Yes,62,Yes,Artist,0.0,Low,1.0,Cat_6,B
Male,No,63,Yes,Artist,0.0,Low,2.0,Cat_6,B
Male,Yes,60,Yes,Entertainment,1.0,Low,2.0,Cat_6,C
Male,Yes,63,Yes,Artist,1.0,Low,2.0,Cat_6,D
Male,Yes,62,Yes,Entertainment,9.0,Low,1.0,Cat_6,C
Male,Yes,40,No,Executive,4.0,Low,,Cat_6,A
Male,Yes,63,Yes,Artist,0.0,Average,1.0,Cat_6,C
Male,No,19,No,Healthcare,6.0,Low,4.0,Cat_3,A
Female,No,21,No,Homemaker,8.0,Low,1.0,Cat_6,D
Male,No,21,No,Healthcare,1.0,Low,,Cat_6,D
Male,No,22,No,Engineer,6.0,Low,5.0,Cat_2,D
Male,Yes,60,No,Lawyer,1.0,High,3.0,Cat_6,D
Male,Yes,59,Yes,Artist,8.0,Low,1.0,Cat_6,A
Male,Yes,73,No,Lawyer,1.0,High,2.0,Cat_6,A
Female,Yes,52,Yes,Artist,0.0,High,3.0,Cat_6,B
Female,Yes,66,No,Doctor,9.0,Average,2.0,Cat_6,A
Male,Yes,61,No,Entertainment,1.0,Low,4.0,Cat_3,B
Female,Yes,61,Yes,Artist,1.0,Low,1.0,Cat_6,C
Female,Yes,61,Yes,Artist,2.0,Average,2.0,Cat_6,C
Male,Yes,59,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
Male,Yes,51,Yes,Artist,1.0,Low,1.0,Cat_6,B
Female,Yes,36,Yes,Homemaker,9.0,Low,2.0,Cat_4,C
Male,No,71,Yes,Executive,9.0,Low,3.0,Cat_6,B
Male,Yes,48,Yes,Artist,1.0,Average,2.0,Cat_6,D
Male,Yes,43,Yes,Entertainment,9.0,Average,2.0,Cat_6,C
Female,No,36,Yes,Artist,9.0,Low,1.0,Cat_6,D
Female,Yes,57,No,Artist,,Average,3.0,Cat_6,C
Male,No,33,Yes,Healthcare,1.0,Low,3.0,Cat_6,A
Female,No,31,Yes,Artist,1.0,Low,6.0,Cat_4,A
Male,Yes,57,Yes,Artist,1.0,Average,3.0,Cat_6,A
Female,No,33,No,Homemaker,2.0,Low,4.0,Cat_3,D
Male,No,30,Yes,Artist,1.0,Low,5.0,Cat_6,D
Male,Yes,26,No,Doctor,8.0,Average,2.0,Cat_6,D
Female,No,29,No,Engineer,1.0,Low,3.0,Cat_6,B
Female,No,42,Yes,Marketing,0.0,Low,1.0,Cat_7,B
Female,No,30,No,Doctor,0.0,Low,5.0,Cat_3,B
Female,No,18,No,Engineer,1.0,Low,5.0,Cat_2,D
Male,No,18,No,Healthcare,5.0,Low,4.0,Cat_6,B
Male,Yes,80,No,Executive,0.0,High,2.0,Cat_6,A
Male,No,35,No,Engineer,7.0,Low,2.0,Cat_6,A
Male,Yes,45,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
Male,No,42,Yes,Engineer,8.0,Low,1.0,Cat_6,B
Female,Yes,26,No,Healthcare,,High,2.0,Cat_7,D
Male,Yes,38,Yes,Artist,1.0,Low,2.0,Cat_6,A
Male,Yes,41,Yes,Artist,1.0,Average,7.0,Cat_6,A
Male,No,45,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
Male,Yes,57,Yes,Artist,1.0,Low,1.0,Cat_3,A
Female,No,33,Yes,Healthcare,5.0,Low,4.0,Cat_6,C
Female,Yes,51,Yes,Artist,8.0,Average,2.0,Cat_6,C
Male,Yes,85,No,Executive,1.0,Low,2.0,Cat_6,A
Female,No,30,No,Entertainment,0.0,Low,3.0,Cat_6,D
Male,Yes,38,Yes,Engineer,1.0,Average,3.0,Cat_4,A
Male,Yes,66,Yes,Artist,1.0,Low,1.0,Cat_6,D
Male,No,40,Yes,Artist,0.0,Low,2.0,Cat_2,D
Male,Yes,83,Yes,Lawyer,,Low,1.0,Cat_6,A
Male,Yes,61,Yes,Marketing,1.0,Average,3.0,Cat_6,C
Male,Yes,65,Yes,Executive,1.0,High,2.0,Cat_6,B
Male,Yes,37,No,Marketing,0.0,High,4.0,Cat_7,D
Male,Yes,47,Yes,Doctor,0.0,Low,,Cat_6,D
Male,Yes,51,No,Entertainment,1.0,Average,4.0,Cat_3,D
Male,Yes,73,No,Lawyer,,Low,1.0,Cat_6,C
Female,,49,No,Marketing,1.0,Average,3.0,Cat_4,C
Female,Yes,73,Yes,Engineer,0.0,Low,2.0,Cat_6,C
Male,Yes,37,No,Entertainment,1.0,Average,4.0,Cat_4,A
Female,Yes,55,Yes,Engineer,0.0,Low,1.0,Cat_6,B
Female,No,32,No,Homemaker,12.0,Low,1.0,Cat_6,A
Female,No,28,Yes,Artist,0.0,Low,3.0,Cat_6,D
Female,No,50,No,Lawyer,0.0,Low,3.0,Cat_6,D
Male,Yes,38,Yes,Entertainment,1.0,Low,2.0,Cat_6,B
Female,No,28,No,Homemaker,8.0,Low,1.0,Cat_6,A
Male,No,46,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
Female,Yes,47,Yes,Artist,0.0,Low,,Cat_6,C
Male,Yes,39,Yes,Executive,8.0,High,6.0,Cat_7,A
Female,No,26,No,Healthcare,1.0,Low,,Cat_6,A
Female,Yes,37,Yes,Homemaker,9.0,High,2.0,Cat_6,C
Male,Yes,43,No,,1.0,Average,2.0,Cat_3,C
Female,No,27,No,Homemaker,,Low,1.0,Cat_6,C
Male,Yes,69,Yes,Artist,1.0,Average,,Cat_3,C
Male,Yes,47,Yes,Artist,9.0,Average,2.0,Cat_1,A
Male,No,36,,Artist,9.0,Low,2.0,Cat_6,B
Male,Yes,43,Yes,Healthcare,1.0,Low,3.0,Cat_3,D
Male,Yes,42,Yes,Entertainment,3.0,Average,4.0,Cat_6,A
Male,No,29,Yes,Artist,0.0,Low,3.0,Cat_6,D
Female,Yes,45,Yes,Artist,1.0,High,4.0,Cat_6,A
Male,Yes,88,Yes,Artist,1.0,Low,2.0,Cat_6,C
Female,No,33,Yes,Engineer,,Low,5.0,Cat_7,D
Male,Yes,18,No,Doctor,0.0,Low,4.0,Cat_6,D
Female,Yes,41,Yes,Homemaker,,High,2.0,Cat_6,C
Female,No,28,Yes,Doctor,1.0,Low,3.0,Cat_6,D
Female,No,30,Yes,Entertainment,0.0,Low,1.0,Cat_6,D
Female,Yes,79,Yes,Lawyer,,High,2.0,Cat_6,D
Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,D
Female,Yes,53,Yes,Engineer,0.0,Average,4.0,Cat_6,D
Female,No,43,Yes,Artist,14.0,Low,1.0,Cat_4,D
Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6,C
Male,No,26,No,Entertainment,1.0,Low,2.0,Cat_6,D
Female,No,67,No,Artist,1.0,Low,2.0,Cat_6,A
Female,No,32,Yes,Artist,1.0,Low,2.0,Cat_5,D
Female,No,26,No,Doctor,7.0,Low,4.0,Cat_6,C
Female,No,29,No,Engineer,0.0,Low,3.0,Cat_6,D
