Id;Chart;Question
1068;credit_customers_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
1069;credit_customers_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
1070;credit_customers_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
1071;credit_customers_histograms_symbolic.png;All variables, but the class, should be dealt with as numeric.
1072;credit_customers_histograms_symbolic.png;The variable other_parties can be seen as ordinal.
1073;credit_customers_histograms_symbolic.png;The variable employment can be seen as ordinal without losing information.
1074;credit_customers_histograms_symbolic.png;Considering the common semantics for checking_status and employment variables, dummification if applied would increase the risk of facing the curse of dimensionality.
1075;credit_customers_histograms_symbolic.png;Considering the common semantics for housing variable, dummification would be the most adequate encoding.
1076;credit_customers_histograms_symbolic.png;The variable checking_status can be coded as ordinal without losing information.
1077;credit_customers_histograms_symbolic.png;Feature generation based on variable num_dependents seems to be promising.
1078;credit_customers_histograms_symbolic.png;Feature generation based on the use of variable employment wouldn’t be useful, but the use of checking_status seems to be promising.
1079;credit_customers_histograms_symbolic.png;Given the usual semantics of own_telephone variable, dummification would have been a better codification.
1080;credit_customers_histograms_symbolic.png;It is better to drop the variable num_dependents than removing all records with missing values.
1081;credit_customers_histograms_symbolic.png;Not knowing the semantics of num_dependents variable, dummification could have been a more adequate codification.
1082;credit_customers_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
1083;credit_customers_nr_records_nr_variables.png;Given the number of records and that some variables are binary, we might be facing the curse of dimensionality.
1084;credit_customers_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
1085;credit_customers_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
1086;credit_customers_histograms_numeric.png;All variables, but the class, should be dealt with as binary.
1087;credit_customers_histograms_numeric.png;The variable credit_amount can be seen as ordinal.
1088;credit_customers_histograms_numeric.png;The variable age can be seen as ordinal without losing information.
1089;credit_customers_histograms_numeric.png;Variable duration is balanced.
1090;credit_customers_histograms_numeric.png;It is clear that variable age shows some outliers, but we can’t be sure of the same for variable credit_amount.
1091;credit_customers_histograms_numeric.png;Outliers seem to be a problem in the dataset.
1092;credit_customers_histograms_numeric.png;Variable residence_since shows some outlier values.
1093;credit_customers_histograms_numeric.png;Variable credit_amount doesn’t have any outliers.
1094;credit_customers_histograms_numeric.png;Variable existing_credits presents some outliers.
1095;credit_customers_histograms_numeric.png;At least 60 of the variables present outliers.
1096;credit_customers_histograms_numeric.png;The boxplots presented show a large number of outliers for most of the numeric variables.
1097;credit_customers_histograms_numeric.png;The existence of outliers is one of the problems to tackle in this dataset.
1098;credit_customers_histograms_numeric.png;Considering the common semantics for residence_since and duration variables, dummification if applied would increase the risk of facing the curse of dimensionality.
1099;credit_customers_histograms_numeric.png;Considering the common semantics for installment_commitment variable, dummification would be the most adequate encoding.
1100;credit_customers_histograms_numeric.png;The variable age can be coded as ordinal without losing information.
1101;credit_customers_histograms_numeric.png;Feature generation based on variable residence_since seems to be promising.
1102;credit_customers_histograms_numeric.png;Feature generation based on the use of variable credit_amount wouldn’t be useful, but the use of duration seems to be promising.
1103;credit_customers_histograms_numeric.png;Given the usual semantics of age variable, dummification would have been a better codification.
1104;credit_customers_histograms_numeric.png;It is better to drop the variable residence_since than removing all records with missing values.
1105;credit_customers_histograms_numeric.png;Not knowing the semantics of installment_commitment variable, dummification could have been a more adequate codification.
1106;weatherAUS_decision_tree.png;The variable Pressure3pm discriminates between the target values, as shown in the decision tree.
1107;weatherAUS_decision_tree.png;Variable Rainfall is one of the most relevant variables.
1108;weatherAUS_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 10%.
1109;weatherAUS_decision_tree.png;As reported in the tree, the number of False Positive is smaller than the number of False Negatives.
1110;weatherAUS_decision_tree.png;The precision for the presented tree is lower than 60%.
1111;weatherAUS_decision_tree.png;The number of True Negatives is lower than the number of False Positives for the presented tree.
1112;weatherAUS_decision_tree.png;The number of False Negatives is lower than the number of False Positives for the presented tree.
1113;weatherAUS_decision_tree.png;The accuracy for the presented tree is higher than 75%.
1114;weatherAUS_decision_tree.png;Considering that A=True<=>[Rainfall <= 0.1] and B=True<=>[Pressure3pm <= 1009.65], the Decision Tree presented classifies (not A, not B) as No.
1115;weatherAUS_decision_tree.png;Considering that A=True<=>[Rainfall <= 0.1] and B=True<=>[Pressure3pm <= 1009.65], the Decision Tree presented classifies (not A, B) as Yes.
1116;weatherAUS_decision_tree.png;Considering that A=True<=>[Rainfall <= 0.1] and B=True<=>[Pressure3pm <= 1009.65], it is possible to state that Naive Bayes algorithm classifies (not A, not B), as No.
1117;weatherAUS_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 500 episodes.
1118;weatherAUS_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 1502 estimators.
1119;weatherAUS_overfitting_rf.png;Results for Random Forests identified as 3, may be explained by its estimators being in overfitting.
1120;weatherAUS_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
1121;weatherAUS_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 502 estimators.
1122;weatherAUS_overfitting_knn.png;KNN is in overfitting for k less than 5.
1123;weatherAUS_overfitting_knn.png;KNN with 5 neighbour is in overfitting.
1124;weatherAUS_overfitting_knn.png;KNN with less than 17 neighbours is in overfitting.
1125;weatherAUS_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 2 neighbors.
1126;weatherAUS_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 5 nodes of depth is in overfitting.
1127;weatherAUS_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 3.
1128;weatherAUS_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 4.
1129;weatherAUS_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 2 nodes of depth.
1130;weatherAUS_overfitting_dt_acc_rec.png;The difference between recall and accuracy becomes smaller with the depth due to the overfitting phenomenon.
1131;weatherAUS_pca.png;The first 3 principal components are enough for explaining half the data variance.
