Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,ReachedOnTime
5,2,266,5,8,1367,No
3,2,210,3,8,4011,No
3,1,200,2,44,2651,Yes
2,5,249,3,3,4169,No
3,5,226,2,3,4208,Yes
3,1,209,2,6,5701,Yes
4,5,262,3,38,3139,Yes
5,4,255,6,3,4638,No
3,3,211,3,4,4354,Yes
2,1,181,5,3,1038,No
4,4,246,3,7,4090,No
3,5,252,3,8,4557,Yes
5,3,251,2,9,4458,No
4,1,242,3,35,3556,Yes
3,1,240,3,4,5484,Yes
4,2,184,3,10,4931,No
3,3,207,3,7,4816,Yes
3,2,163,2,5,5021,No
4,3,200,3,5,5108,No
3,1,180,2,26,1715,Yes
4,3,164,3,28,1880,Yes
7,3,244,5,10,1913,Yes
3,3,137,3,7,5794,Yes
3,5,184,3,1,4161,No
3,2,178,3,4,5119,Yes
3,4,213,3,4,5996,No
3,5,252,3,4,4248,No
2,5,104,7,12,1064,Yes
5,5,265,3,3,5637,No
3,2,247,3,3,4338,No
3,1,294,4,52,1089,Yes
6,2,226,4,7,5600,No
2,4,194,2,4,4803,Yes
4,3,149,4,1,4678,No
3,4,138,6,5,1853,Yes
4,2,273,2,9,4221,No
3,4,202,3,7,1946,No
4,1,188,2,10,5085,Yes
4,1,141,3,47,1250,Yes
3,2,213,6,9,5418,Yes
4,2,214,6,9,4736,Yes
4,4,252,3,1,5676,Yes
4,3,245,5,4,1470,No
6,5,176,3,10,5307,No
3,3,195,3,1,4224,No
4,2,108,10,5,4645,No
5,5,255,4,3,3440,Yes
5,5,171,2,8,4602,No
4,2,141,3,34,1619,Yes
3,4,234,3,37,2111,Yes
5,1,237,2,10,3860,Yes
2,2,182,3,6,4112,Yes
3,4,269,3,21,3716,Yes
3,3,169,3,7,5976,No
3,3,178,2,4,1778,Yes
3,4,185,4,6,5322,No
5,5,262,6,5,1418,Yes
4,2,251,3,10,3517,Yes
3,2,150,3,1,5825,No
4,5,202,2,35,3695,Yes
5,3,282,3,5,4644,Yes
5,2,245,5,9,1466,No
6,2,224,3,26,3247,Yes
2,3,147,3,5,5013,No
5,5,236,5,3,1933,Yes
4,3,233,5,2,1079,No
4,2,167,3,21,1637,Yes
4,4,219,2,7,4604,No
3,2,161,3,2,4174,Yes
5,1,203,5,2,4845,No
4,5,206,3,5,5785,Yes
3,4,260,3,21,2003,Yes
3,2,239,3,10,4486,No
5,3,170,3,10,4198,No
6,1,229,6,35,3239,Yes
6,2,263,4,1,1258,Yes
4,4,151,3,6,1930,Yes
4,2,241,2,17,3844,Yes
4,4,155,3,6,5033,Yes
4,2,232,5,3,1197,No
4,1,177,2,22,1698,Yes
4,1,233,2,9,4799,Yes
5,5,213,3,5,5247,No
7,4,259,4,6,1697,No
2,5,235,3,10,5775,Yes
2,4,248,3,5,5441,No
5,3,242,4,8,4410,Yes
5,1,241,5,1,1146,No
2,5,175,5,8,4269,No
3,5,188,2,12,2711,Yes
6,2,278,3,3,2974,Yes
3,1,267,4,4,4914,Yes
3,3,246,3,27,3648,Yes
5,2,121,5,10,4790,No
6,4,271,4,8,1867,No
3,5,157,4,26,1969,Yes
3,2,201,3,5,2040,Yes
6,5,308,4,4,1202,No
4,5,160,3,9,5799,Yes
4,5,154,3,9,5208,No
6,3,256,4,9,1212,Yes
2,5,134,10,8,5472,No
5,2,264,6,10,1659,Yes
2,5,212,2,3,4389,No
3,1,150,2,6,5355,No
6,4,247,4,2,1326,No
5,1,145,3,5,5019,No
3,3,187,2,7,4859,No
5,4,272,2,1,5983,Yes
4,5,227,5,2,1804,Yes
5,2,191,3,52,2028,Yes
2,4,162,3,34,1558,Yes
4,4,160,3,1,4770,No
3,5,160,3,8,4106,No
4,2,267,5,2,1307,Yes
7,4,243,4,6,1362,Yes
5,2,263,4,3,1740,Yes
4,2,270,5,10,1340,No
3,4,270,2,39,3690,Yes
5,4,226,6,1,1327,No
3,4,193,6,2,5584,No
4,3,233,3,4,5259,No
6,5,98,3,8,5946,No
5,3,257,5,8,1981,Yes
4,4,199,3,9,5016,No
4,5,243,5,7,1243,Yes
3,3,273,2,16,2466,Yes
3,4,211,2,6,6000,No
5,2,198,3,7,5768,Yes
2,2,182,2,14,3751,Yes
4,1,258,3,3,3928,Yes
4,1,163,4,2,5432,Yes
7,2,289,4,5,1918,Yes
3,4,234,2,46,3108,Yes
4,4,161,4,5,5038,No
3,5,252,3,18,3701,Yes
4,5,249,3,7,5509,No
3,2,158,3,4,5335,No
4,3,218,3,57,3311,Yes
3,3,110,3,7,1235,Yes
7,3,133,5,4,1783,Yes
3,4,266,3,9,5908,Yes
4,4,147,3,13,1145,Yes
5,1,167,3,3,4267,Yes
3,4,200,3,49,2942,Yes
3,5,255,7,8,4091,Yes
3,5,165,2,37,1234,Yes
3,1,228,3,9,5530,No
2,5,206,3,46,2944,Yes
3,3,178,3,12,1900,Yes
3,1,226,2,18,2319,Yes
4,2,233,5,8,1097,No
2,2,242,3,9,4717,No
5,3,163,3,1,1836,No
5,5,168,3,6,4088,Yes
4,5,249,2,10,4562,No
4,4,223,3,51,3895,Yes
5,1,219,5,8,1419,Yes
5,4,134,2,20,1549,Yes
4,2,147,3,44,1873,Yes
3,5,149,2,5,1023,No
4,4,176,2,1,5793,No
2,3,187,3,6,5547,No
4,2,189,2,5,4374,No
7,2,279,4,5,1210,No
4,1,184,3,8,4667,No
5,3,192,3,6,4037,Yes
3,4,197,3,13,2148,Yes
6,2,205,5,61,2018,Yes
5,2,274,4,7,4929,No
5,4,258,2,8,4200,No
2,2,158,3,1,4149,No
2,3,157,4,3,1203,Yes
4,1,234,3,8,4996,No
5,3,140,5,6,1823,No
7,2,272,4,8,1816,No
4,3,271,2,9,4967,Yes
3,4,247,3,9,5383,No
4,1,162,2,47,1540,Yes
4,5,136,2,4,5512,No
5,1,162,3,4,5869,Yes
3,4,259,4,5,4564,Yes
7,1,255,5,10,1238,Yes
5,5,210,6,3,5051,No
4,5,184,3,64,3812,Yes
4,4,226,2,53,3154,Yes
4,3,153,2,1,4366,Yes
4,2,220,2,5,5864,No
4,4,259,2,8,4672,No
6,4,144,4,5,4631,No
5,4,233,3,6,4275,Yes
4,3,262,3,3,4176,No
4,1,237,3,10,5381,No
5,1,269,3,2,2136,Yes
3,3,252,2,1,5707,Yes
5,4,266,6,7,4486,No
4,3,181,3,10,4541,Yes
5,2,134,4,5,5090,No
5,2,251,6,10,1196,No
5,2,233,3,7,5323,Yes
5,5,171,3,6,4209,Yes
5,5,224,5,7,1505,No
6,2,284,4,7,1181,Yes
4,5,184,2,2,4429,No
4,2,162,3,7,5614,No
4,5,214,3,6,5646,No
3,5,139,2,7,4449,Yes
3,3,135,3,19,1366,Yes
4,2,181,2,28,2815,Yes
4,3,199,2,28,2607,Yes
4,2,243,5,8,1922,No
5,3,237,5,4,1567,No
2,4,176,3,1,4509,No
3,4,163,3,5,5088,Yes
5,4,199,4,24,3443,Yes
3,3,150,3,6,1775,Yes
4,1,247,6,4,1349,Yes
5,2,236,2,24,3679,Yes
6,3,297,5,5,1657,No
5,2,249,5,28,2846,Yes
6,1,139,5,1,4243,No
2,1,252,3,12,2800,Yes
6,2,205,5,6,4756,No
4,3,134,3,22,1629,Yes
3,2,191,2,7,5357,No
5,2,176,3,9,5656,No
4,4,140,3,4,5924,Yes
6,1,291,5,53,1682,Yes
4,1,190,4,5,5570,Yes
5,1,182,2,23,2707,Yes
5,1,239,5,1,1239,No
5,2,240,5,7,1923,No
5,1,257,6,1,1150,No
4,1,171,3,10,5971,No
4,5,199,5,8,5669,Yes
3,4,243,3,8,4959,No
4,1,213,3,21,3585,Yes
4,4,111,6,8,1145,Yes
3,1,269,8,4,4290,No
4,2,261,5,8,1235,Yes
5,2,253,5,6,1326,No
4,5,247,5,9,1499,No
6,1,188,5,4,4887,No
4,4,241,3,8,5206,Yes
4,1,149,3,8,1136,No
4,4,229,5,9,1361,No
4,2,141,2,8,1495,Yes
6,3,310,5,6,1139,No
4,2,253,5,5,1812,No
4,5,196,5,2,5840,No
6,5,135,5,55,1078,Yes
5,1,221,6,7,1841,Yes
6,1,213,3,63,1548,Yes
5,5,243,2,9,4669,Yes
2,2,135,3,15,1339,Yes
2,5,254,3,6,5684,No
3,4,169,3,4,5716,No
4,5,214,2,3,5546,No
5,1,189,2,10,5248,No
3,2,228,2,2,5640,No
5,1,236,5,3,1906,No
6,5,261,5,1,5442,No
4,4,140,8,2,5481,No
3,3,152,3,5,1385,Yes
3,3,201,3,9,5895,Yes
2,3,136,3,19,1568,Yes
3,4,255,3,10,5291,Yes
2,5,116,3,1,4091,Yes
3,4,166,3,6,4247,No
7,3,247,4,5,1060,No
5,5,194,3,47,2256,Yes
4,4,247,3,55,2361,Yes
3,2,164,2,3,4442,Yes
3,3,150,2,9,4100,No
3,5,162,2,28,1948,Yes
4,5,226,6,10,1348,Yes
3,4,164,6,4,5567,Yes
4,5,271,4,9,5057,No
4,4,240,2,4,5101,No
3,1,173,2,7,4684,No
4,4,193,3,3,4596,No
5,5,240,6,9,1117,No
4,3,190,4,12,3115,Yes
4,1,252,3,30,2669,Yes
2,1,164,5,4,1708,No
2,3,266,2,1,5356,No
3,5,185,2,27,3624,Yes
5,4,228,6,5,4974,Yes
4,2,171,3,34,1352,Yes
3,5,179,3,2,4913,No
3,3,191,4,17,3675,Yes
5,4,238,6,6,1850,Yes
4,3,186,3,2,4437,Yes
3,3,196,4,9,5631,Yes
3,4,196,2,5,4342,Yes
4,1,178,3,19,1906,Yes
4,4,163,3,3,4185,Yes
2,1,219,4,6,5124,No
4,1,222,4,42,2762,Yes
4,2,210,3,9,4163,No
5,5,230,3,10,5163,No
5,3,143,3,6,4761,Yes
5,4,259,5,2,1627,Yes
4,4,221,10,6,5582,Yes
3,4,175,3,2,5272,No
5,3,204,3,1,4037,Yes
4,4,184,4,8,2306,Yes
5,1,255,3,6,4044,Yes
4,1,272,2,2,5022,No
4,4,253,2,6,5892,No
3,1,162,4,4,5683,No
6,5,263,7,9,5991,Yes
2,1,229,3,9,5075,No
5,3,267,5,1,1505,No
5,1,243,5,8,1732,No
3,1,265,3,10,4244,No
4,2,239,5,10,1429,No
4,5,242,6,9,1858,No
3,4,195,2,32,3719,Yes
4,2,142,10,9,4280,Yes
3,5,140,3,9,4733,No
3,2,158,3,1,5438,No
3,1,185,3,7,5474,Yes
5,3,284,5,4,5343,Yes
3,2,224,2,3,4405,No
4,5,169,4,5,5347,No
3,1,248,3,9,2616,Yes
3,2,109,3,4,5746,No
4,2,128,3,7,5675,Yes
3,4,172,3,4,4337,No
3,3,263,3,9,5665,Yes
3,2,245,3,61,2188,Yes
3,5,267,2,2,5062,Yes
5,4,259,5,4,1991,Yes
3,5,272,2,31,2438,Yes
5,5,243,2,5,4709,No
6,3,273,5,8,1746,Yes
7,4,261,5,6,1334,No
2,3,163,3,4,4862,No
3,4,149,3,1,5040,Yes
5,5,180,4,10,1200,Yes
5,5,263,5,1,1114,Yes
4,4,218,4,6,4377,Yes
4,5,156,3,5,4610,No
5,1,254,6,1,1021,No
4,5,149,3,9,4953,Yes
4,3,143,4,2,4919,No
3,4,159,2,6,4990,Yes
3,5,265,3,4,4268,Yes
5,5,274,5,7,1875,Yes
5,3,253,4,9,1729,No
3,1,226,2,4,4804,No
4,4,145,2,8,5645,Yes
5,1,235,2,27,2451,Yes
5,3,249,2,9,4568,No
6,4,287,4,10,1811,Yes
3,5,228,2,3,5208,No
6,4,272,4,4,4098,No
4,2,263,3,4,4935,Yes
5,5,234,6,60,2443,Yes
4,4,200,4,16,2060,Yes
4,4,157,2,8,5398,No
6,3,170,4,1,4912,No
3,3,163,2,48,1369,Yes
4,2,144,4,2,4316,No
3,3,217,2,9,5554,Yes
3,5,193,3,6,5302,No
5,2,230,4,4,4782,Yes
3,4,200,2,14,3528,Yes
3,3,241,5,8,2182,Yes
4,1,166,2,6,5737,No
5,5,210,4,9,5081,Yes
7,5,253,4,6,1344,Yes
2,4,147,2,65,1738,Yes
5,3,243,5,8,1223,Yes
6,2,99,3,8,5872,No
3,2,271,5,5,4880,No
6,2,286,4,5,1248,Yes
5,1,199,10,8,4140,No
4,1,156,2,8,5488,No
4,4,146,10,1,4351,No
4,2,224,3,3,4511,No
5,2,228,5,6,1726,Yes
5,4,236,4,6,4457,No
3,5,274,3,3,5156,No
5,4,183,2,36,3819,Yes
6,1,160,5,8,5982,No
3,2,146,6,62,1162,Yes
3,1,183,3,51,3863,Yes
4,2,265,4,3,4120,Yes
4,4,222,2,5,5660,No
3,4,235,3,52,3447,Yes
3,1,193,4,5,4700,No
4,2,171,3,40,1021,Yes
3,4,225,2,5,5997,No
5,1,156,6,4,4821,No
6,5,237,5,63,2573,Yes
3,2,255,7,3,5936,No
4,4,246,3,2,4150,No
3,3,183,3,21,2585,Yes
3,2,174,3,3,5207,Yes
4,4,171,2,4,4962,No
4,3,208,3,3,4837,Yes
4,4,246,3,5,5029,Yes
5,4,172,4,10,4659,Yes
4,3,192,3,1,4045,Yes
4,5,149,2,2,5724,Yes
4,4,241,3,39,3798,Yes
3,2,189,3,2,4152,Yes
3,5,172,10,1,4929,Yes
3,2,153,4,7,4750,Yes
3,2,268,3,9,4215,No
3,1,202,3,51,3551,Yes
4,3,210,3,9,5556,No
4,5,251,6,1,1625,No
4,3,189,2,7,4765,No
4,3,261,6,6,5068,No
4,3,187,4,4,4757,No
4,1,161,3,1,4789,No
5,4,235,4,10,4880,No
5,1,248,3,2,4075,No
3,3,273,2,7,5491,No
6,5,255,4,9,1113,No
2,5,193,5,13,2882,Yes
4,3,249,3,6,5657,Yes
4,2,283,2,1,4115,No
3,5,133,4,10,4151,No
3,5,253,2,7,5846,No
6,5,276,4,3,1136,No
5,4,280,4,10,5156,No
5,2,195,6,5,5339,Yes
5,1,274,2,8,4647,Yes
4,3,139,3,1,4986,No
3,5,186,2,39,2197,Yes
3,5,226,3,8,5203,Yes
3,3,132,2,8,5810,Yes
4,2,261,3,1,4931,No
3,3,207,3,62,3277,Yes
3,1,182,3,40,3536,Yes
3,2,160,10,25,1548,Yes
5,2,180,3,1,4655,Yes
4,4,239,5,6,1986,Yes
3,1,265,3,61,3010,Yes
3,5,259,3,10,5978,No
4,3,248,6,5,4212,No
4,3,205,3,44,2291,Yes
4,4,253,3,4,5236,No
4,1,183,3,37,2042,Yes
4,4,195,4,2,5464,No
4,1,127,8,12,1519,Yes
6,5,308,4,2,1125,Yes
5,3,217,2,4,5588,No
5,2,96,2,50,1186,Yes
3,4,185,2,4,5926,No
5,4,243,3,43,2866,Yes
4,3,225,2,10,5523,Yes
5,1,160,3,2,5141,Yes
6,4,247,4,2,1858,Yes
6,5,260,4,10,2756,Yes
3,5,251,10,9,5962,No
3,4,205,3,10,2728,Yes
4,2,216,3,4,4309,Yes
4,5,185,3,2,4336,Yes
3,2,224,3,2,4015,No
3,3,132,2,1,4687,No
3,2,132,3,56,1303,Yes
6,5,250,2,7,4724,No
3,5,253,2,17,2205,Yes
3,2,144,3,48,1867,Yes
4,5,144,3,9,1526,Yes
3,4,157,3,6,5611,No
5,5,222,6,1,1962,No
4,5,162,2,64,1918,Yes
6,3,142,2,9,5360,Yes
4,2,192,3,4,5578,Yes
4,5,159,4,4,4816,No
5,2,236,3,51,3402,Yes
4,5,268,2,2,4721,Yes
3,4,196,3,52,2129,Yes
6,2,257,4,2,1012,No
2,4,129,3,48,1219,Yes
3,3,242,3,51,3935,Yes
5,1,214,3,33,2562,Yes
6,3,264,4,6,1622,Yes
4,3,218,2,6,4414,Yes
4,2,156,2,5,4467,Yes
4,1,152,3,10,5974,No
4,5,248,2,10,4366,Yes
3,1,258,3,2,5828,Yes
2,5,233,3,10,5211,Yes
4,3,170,3,21,1588,Yes
4,4,264,3,9,5555,Yes
4,3,246,3,5,4710,No
3,4,235,3,4,5498,No
3,4,187,2,8,3725,Yes
5,5,268,3,2,4459,Yes
3,4,175,3,6,5503,No
5,2,152,4,6,5596,No
4,5,188,3,38,3031,Yes
3,5,274,3,51,3476,Yes
4,5,138,2,10,4788,No
6,2,244,4,4,1245,Yes
2,5,241,4,4,5693,Yes
6,4,164,5,20,1555,Yes
5,1,266,5,9,1852,No
4,1,195,2,19,2878,Yes
2,1,258,5,10,1221,Yes
2,3,164,2,56,1491,Yes
5,2,187,2,29,2863,Yes
3,5,195,2,9,5832,No
2,3,194,4,65,3795,Yes
4,3,286,5,37,2938,Yes
4,1,236,3,8,4114,No
4,1,266,2,4,5116,No
4,4,208,5,7,5401,No
3,1,111,4,8,1620,Yes
4,3,163,5,29,1349,Yes
6,3,153,6,7,4975,Yes
4,1,134,3,7,4933,Yes
4,5,168,3,4,1363,Yes
4,3,164,2,3,5735,No
5,5,213,2,12,2522,Yes
5,1,251,6,5,1827,No
4,2,272,4,3,5566,No
4,2,245,3,5,5226,No
5,5,182,3,10,5060,No
5,4,248,4,5,4271,Yes
3,4,215,3,5,4670,Yes
6,4,137,8,9,4374,Yes
5,3,267,3,9,5258,Yes
4,1,135,10,35,1989,Yes
3,4,228,3,8,5419,No
4,4,196,2,6,2718,Yes
2,5,156,5,7,5780,No
7,5,289,4,3,1656,Yes
4,2,191,2,65,3082,Yes
4,5,173,3,7,4410,No
4,5,264,3,57,3753,Yes
3,5,254,3,5,4946,No
3,5,270,5,31,3737,Yes
4,1,173,4,5,5530,Yes
5,2,172,3,65,1667,Yes
3,2,138,2,46,1436,Yes
4,3,165,3,4,1484,Yes
3,3,144,3,8,5727,No
5,1,258,5,4,1032,No
3,5,219,3,54,3145,Yes
4,3,151,3,9,4908,No
5,5,231,7,6,5755,No
4,4,160,5,6,4055,No
3,1,202,3,7,5818,No
4,1,192,3,15,3460,Yes
4,5,268,2,32,3675,Yes
6,1,286,4,1,1636,No
5,1,132,4,4,5461,No
4,5,143,2,1,5836,No
3,3,139,2,4,5958,Yes
4,4,245,4,4,5203,Yes
4,3,162,3,53,1194,Yes
4,2,202,3,9,4955,No
6,5,255,4,2,1218,Yes
4,5,251,2,28,3561,Yes
3,3,275,3,61,2123,Yes
3,4,218,2,2,5973,No
4,3,235,3,6,4832,Yes
3,3,264,3,6,4247,Yes
3,3,224,6,10,4221,No
4,2,266,3,1,5532,Yes
6,1,259,4,4,1198,No
4,4,210,2,6,4076,No
5,1,270,2,10,5360,No
4,4,209,8,46,3345,Yes
3,5,236,2,10,5755,Yes
4,5,133,3,4,5180,Yes
5,2,272,2,1,5412,No
4,5,148,8,6,5700,No
6,2,250,4,3,1777,Yes
4,4,192,3,39,2943,Yes
6,5,275,4,6,1872,No
6,1,261,4,6,1703,Yes
5,2,266,5,1,1504,Yes
3,3,212,2,2,5125,No
3,4,245,4,4,5186,Yes
4,1,245,5,3,1496,Yes
4,1,224,3,9,5546,Yes
5,3,101,5,1,4014,Yes
3,4,265,2,64,2493,Yes
3,5,159,2,9,4099,Yes
5,4,152,3,1,5314,Yes
4,5,251,5,10,1683,Yes
2,1,108,3,4,5924,Yes
4,3,273,10,6,4251,Yes
4,3,258,3,7,4887,Yes
5,4,260,5,5,1370,No
4,4,226,7,9,2182,Yes
4,4,251,4,10,5984,No
2,1,207,3,10,5394,No
3,3,224,2,37,3220,Yes
5,4,143,2,1,5872,Yes
6,5,189,2,4,5898,Yes
3,1,131,6,8,5352,No
5,1,210,2,2,4079,Yes
3,1,101,5,3,4807,No
4,2,219,4,2,4422,Yes
4,3,227,3,10,5782,Yes
5,4,273,2,1,5008,Yes
3,2,239,3,4,5628,Yes
3,2,189,2,6,4488,Yes
4,4,206,4,9,1074,Yes
5,3,271,5,9,1813,Yes
5,1,233,5,6,1631,Yes
4,2,216,4,3,4887,Yes
4,2,242,3,8,4644,Yes
4,3,251,3,46,2632,Yes
5,3,151,2,8,4749,No
3,3,250,4,1,4717,No
4,1,172,2,48,1993,Yes
3,5,202,3,2,5208,No
3,5,267,2,4,4703,No
2,2,161,2,1,1642,Yes
4,4,263,2,2,5797,Yes
5,1,187,4,9,5657,Yes
3,5,244,2,10,4064,Yes
6,3,165,4,10,5965,No
3,4,183,2,52,2078,Yes
6,1,302,4,1,1622,Yes
2,4,136,3,43,1958,Yes
5,4,211,4,4,4498,Yes
4,5,244,3,3,5857,Yes
2,3,226,3,8,5119,No
3,4,212,8,56,3337,Yes
6,1,152,2,3,1340,No
5,5,252,5,9,4135,No
5,1,229,4,1,4584,Yes
5,1,274,5,2,1558,Yes
3,1,191,5,9,5196,Yes
3,1,226,2,6,4946,Yes
4,5,170,3,2,5671,No
4,2,174,3,4,5625,No
3,1,142,2,5,4728,No
4,1,176,3,36,1891,Yes
3,5,241,3,48,2841,Yes
3,3,307,5,3,1578,Yes
4,3,251,3,5,4206,No
4,4,229,5,7,1716,Yes
3,4,155,3,9,5718,Yes
4,4,252,5,1,1539,Yes
3,2,204,4,4,4745,No
4,1,243,3,9,4277,No
7,4,269,4,5,1073,No
4,3,230,3,1,5114,Yes
6,1,278,2,12,2112,Yes
4,4,175,3,8,5944,Yes
3,2,210,2,30,3928,Yes
5,2,210,7,4,4525,Yes
5,2,243,5,4,1385,No
5,3,241,5,2,1834,Yes
5,1,226,2,18,2582,Yes
3,2,220,3,8,5032,Yes
6,1,255,4,2,1385,No
5,5,209,3,49,3893,Yes
3,4,154,2,2,4998,No
4,5,233,4,6,4652,No
6,1,255,4,9,1575,No
6,1,249,4,2,1189,Yes
3,2,150,2,5,5264,No
4,1,132,6,8,4902,Yes
4,5,161,3,5,4732,No
5,5,240,5,10,1574,Yes
5,1,233,3,10,5289,No
3,2,149,5,9,4310,No
4,5,213,4,39,2381,Yes
4,2,194,3,10,5171,Yes
2,4,169,4,3,4968,Yes
4,3,173,4,9,5672,No
4,3,195,2,8,4576,No
4,4,206,3,10,4262,No
5,1,264,6,4,5337,No
3,4,181,3,45,2486,Yes
4,5,209,3,4,4809,No
4,4,266,2,15,3425,Yes
3,5,194,4,21,2695,Yes
5,1,251,5,7,1924,Yes
6,5,280,4,3,1819,Yes
4,4,148,2,4,5437,No
4,5,219,3,27,3684,Yes
4,2,234,3,4,3261,Yes
5,2,233,3,10,4233,Yes
4,4,142,10,7,5425,Yes
4,2,270,4,46,1736,Yes
3,1,269,2,35,3524,Yes
4,2,197,3,6,5826,No
3,5,148,3,7,5685,No
4,4,149,3,6,5508,No
5,5,275,3,9,1691,Yes
4,4,185,3,13,2080,Yes
4,2,267,2,7,5746,Yes
7,2,302,5,5,1614,No
3,1,161,3,9,4865,Yes
4,4,142,10,7,4624,No
4,5,108,10,7,5928,Yes
5,4,270,2,43,2971,Yes
3,2,201,3,7,4890,No
5,1,267,4,5,4440,Yes
4,2,252,4,3,4956,Yes
4,1,241,5,4,1145,No
5,1,248,2,9,5881,Yes
3,4,211,3,8,5191,Yes
3,4,201,2,8,4394,No
5,2,156,2,19,1311,Yes
4,3,263,4,23,2960,Yes
3,4,137,3,17,1212,Yes
4,1,226,3,28,2211,Yes
3,5,243,2,42,3421,Yes
3,3,188,4,1,4296,Yes
4,3,211,8,6,5583,No
3,3,261,4,4,4307,Yes
4,3,149,3,3,5542,No
4,1,206,5,7,5941,Yes
5,2,217,3,27,2999,Yes
3,1,221,2,6,5267,No
2,5,151,3,9,4767,Yes
6,2,290,4,9,1339,No
6,4,272,2,7,4145,No
6,5,264,4,8,1755,No
5,3,146,3,41,1204,Yes
3,5,249,2,26,2029,Yes
5,4,156,2,57,1842,Yes
5,4,252,5,9,1133,Yes
6,5,298,4,8,1759,Yes
6,2,135,5,26,1585,Yes
5,4,215,2,45,3501,Yes
4,5,258,5,3,1162,No
6,3,277,4,6,1623,Yes
4,2,247,5,17,3630,Yes
4,4,257,5,9,1869,Yes
5,5,148,4,4,5909,No
3,3,250,3,33,3463,Yes
3,5,150,10,2,5042,No
4,3,241,2,4,5942,Yes
5,5,193,4,8,5714,No
3,5,193,3,10,5991,Yes
4,1,234,5,3,1134,No
3,4,182,3,7,5409,Yes
3,1,221,3,10,5696,Yes
6,5,113,3,35,1402,Yes
4,5,202,3,8,5416,No
4,5,234,5,1,1991,Yes
3,1,202,2,10,4412,Yes
3,5,139,2,2,5839,No
3,2,153,10,2,5455,No
3,1,263,3,10,4911,No
5,1,201,3,19,2696,Yes
5,4,177,2,45,1664,Yes
4,5,160,3,50,1511,Yes
4,2,249,4,4,5418,Yes
3,3,135,3,2,5860,No
3,1,187,3,7,4607,No
5,5,224,8,48,2627,Yes
3,5,232,3,10,5333,No
4,3,169,6,2,5607,No
3,5,266,3,16,2334,Yes
4,4,266,7,3,5672,Yes
4,1,155,3,9,4443,No
3,5,225,2,56,2596,Yes
5,2,146,7,7,5204,No
3,2,249,5,6,1887,No
5,1,243,3,10,4037,No
6,3,281,4,8,1884,No
5,5,179,5,3,4333,Yes
6,2,279,4,4,1148,No
6,5,295,4,1,1159,No
3,3,140,3,51,1046,Yes
5,2,285,4,7,1666,Yes
3,3,220,3,7,5323,Yes
3,4,175,2,2,1072,Yes
5,2,181,3,7,5875,No
7,1,275,4,7,1754,No
5,1,238,3,2,5369,Yes
3,1,175,3,6,4695,No
4,2,164,2,7,1116,No
4,2,225,2,7,5241,Yes
3,2,123,4,7,1596,Yes
5,4,185,4,31,3565,Yes
3,1,205,3,39,3062,Yes
5,4,178,6,10,5197,No
6,1,293,4,10,1534,Yes
3,2,250,3,4,5361,No
3,1,253,3,8,5030,Yes
2,3,134,3,4,5958,No
5,5,223,6,10,1711,No
3,3,234,2,39,2449,Yes
4,1,238,4,22,3950,Yes
3,2,142,3,9,4234,No
5,4,177,2,14,1735,Yes
3,3,229,3,8,4549,No
5,5,183,3,3,4071,Yes
4,1,254,5,7,1003,No
4,3,253,5,6,1367,Yes
5,2,165,5,9,5313,No
3,1,110,4,6,5474,Yes
5,5,287,4,4,1509,Yes
4,4,223,5,1,1124,Yes
5,3,138,3,5,5687,Yes
4,2,174,2,8,4295,No
3,4,148,4,9,5301,No
7,4,282,5,5,1149,No
4,2,245,5,8,1122,Yes
3,4,210,3,10,4398,Yes
3,3,147,4,60,1722,Yes
3,1,207,2,7,5596,No
4,1,164,4,3,5318,Yes
3,3,121,2,10,5130,Yes
3,3,162,3,8,1869,Yes
7,2,254,4,6,1006,No
4,1,210,2,7,3405,Yes
7,5,293,4,2,1080,Yes
4,2,179,3,30,1076,Yes
5,1,257,6,2,1258,Yes
5,4,200,3,8,5206,Yes
4,2,276,2,54,3706,Yes
4,3,161,7,63,1496,Yes
4,5,143,8,44,1756,Yes
5,3,210,3,5,4560,Yes
3,4,185,2,62,2849,Yes
6,4,288,4,9,1575,No
4,3,197,4,9,4429,No
3,5,244,3,8,3154,Yes
6,3,255,4,6,1654,Yes
4,4,261,5,4,1649,Yes
3,2,157,2,53,1390,Yes
3,4,205,3,1,5407,No
6,4,272,4,7,1706,Yes
4,1,211,3,2,5851,No
5,5,198,2,3,5249,No
2,4,136,6,58,1479,Yes
3,4,235,2,10,4575,No
4,3,137,3,10,4820,Yes
4,3,239,3,9,5897,Yes
4,4,189,2,3,5837,Yes
3,4,132,2,12,1493,Yes
3,5,168,2,50,1616,Yes
6,4,306,4,8,1691,Yes
3,5,222,3,4,5149,No
4,3,140,3,1,4453,No
4,1,221,3,3,2546,Yes
4,5,231,3,6,4449,Yes
6,4,221,5,8,4511,Yes
5,4,269,3,51,3415,Yes
4,4,270,2,6,5221,No
4,4,157,3,10,5041,Yes
5,2,269,6,5,1097,No
6,4,275,4,10,1266,Yes
4,5,220,3,1,4912,Yes
4,3,243,5,3,1634,Yes
3,2,138,10,1,5721,Yes
5,2,225,5,5,1015,No
3,4,172,3,32,1943,Yes
4,1,213,5,10,5492,No
4,2,198,2,60,3368,Yes
6,4,258,4,2,1051,Yes
