no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,lead_time,arrival_month,arrival_date,avg_price_per_room,no_of_special_requests,booking_status
2.0,0.0,2.0,3.0,24.0,10.0,16.0,85.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,11.0,5.0,24.0,160.0,0.0,Not_Canceled
2.0,2.0,0.0,1.0,4.0,7.0,15.0,231.0,1.0,Not_Canceled
1.0,2.0,0.0,1.0,22.0,9.0,17.0,284.1,0.0,Canceled
2.0,0.0,0.0,1.0,75.0,7.0,27.0,97.54,0.0,Not_Canceled
1.0,0.0,0.0,1.0,1.0,10.0,18.0,107.0,0.0,Not_Canceled
2.0,0.0,2.0,2.0,169.0,4.0,22.0,106.0,0.0,Canceled
2.0,0.0,2.0,3.0,214.0,8.0,7.0,90.95,1.0,Not_Canceled
2.0,0.0,0.0,2.0,263.0,10.0,21.0,110.0,0.0,Canceled
1.0,0.0,0.0,1.0,0.0,7.0,23.0,68.85,2.0,Not_Canceled
2.0,0.0,0.0,3.0,97.0,4.0,28.0,108.3,1.0,Not_Canceled
1.0,0.0,0.0,3.0,166.0,11.0,1.0,110.0,0.0,Canceled
2.0,0.0,1.0,0.0,39.0,6.0,27.0,89.1,0.0,Canceled
2.0,0.0,2.0,5.0,186.0,8.0,3.0,112.2,0.0,Canceled
2.0,0.0,0.0,3.0,106.0,7.0,27.0,82.45,1.0,Not_Canceled
2.0,1.0,0.0,2.0,45.0,6.0,29.0,134.1,1.0,Not_Canceled
1.0,0.0,0.0,1.0,0.0,8.0,28.0,96.0,2.0,Not_Canceled
2.0,0.0,0.0,1.0,25.0,2.0,13.0,91.0,0.0,Canceled
2.0,0.0,2.0,2.0,56.0,9.0,25.0,185.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,14.0,10.0,7.0,166.25,0.0,Canceled
2.0,0.0,2.0,2.0,44.0,12.0,2.0,74.8,1.0,Not_Canceled
2.0,0.0,2.0,5.0,50.0,11.0,20.0,74.8,1.0,Canceled
2.0,0.0,2.0,1.0,67.0,11.0,1.0,32.71,0.0,Not_Canceled
1.0,0.0,2.0,4.0,76.0,9.0,17.0,80.75,0.0,Not_Canceled
3.0,0.0,2.0,5.0,170.0,7.0,24.0,95.13,2.0,Not_Canceled
2.0,2.0,1.0,0.0,34.0,8.0,21.0,207.9,1.0,Not_Canceled
2.0,0.0,1.0,1.0,275.0,6.0,4.0,62.8,0.0,Canceled
2.0,0.0,4.0,10.0,50.0,3.0,5.0,51.0,1.0,Canceled
1.0,0.0,1.0,5.0,77.0,2.0,8.0,69.84,1.0,Not_Canceled
2.0,0.0,0.0,1.0,72.0,4.0,16.0,105.3,0.0,Canceled
2.0,0.0,2.0,2.0,134.0,12.0,4.0,65.0,0.0,Not_Canceled
1.0,0.0,0.0,3.0,166.0,11.0,1.0,110.0,0.0,Canceled
2.0,0.0,0.0,1.0,0.0,10.0,1.0,126.0,2.0,Not_Canceled
2.0,0.0,1.0,2.0,161.0,3.0,25.0,130.0,0.0,Canceled
1.0,0.0,0.0,2.0,102.0,10.0,16.0,80.0,0.0,Canceled
3.0,0.0,2.0,3.0,128.0,9.0,24.0,162.0,2.0,Not_Canceled
1.0,0.0,0.0,2.0,39.0,8.0,14.0,87.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,74.0,9.0,18.0,109.0,0.0,Not_Canceled
2.0,0.0,2.0,0.0,0.0,10.0,16.0,130.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,56.0,11.0,6.0,60.0,1.0,Not_Canceled
2.0,0.0,1.0,1.0,247.0,6.0,6.0,115.0,0.0,Canceled
2.0,0.0,2.0,1.0,61.0,11.0,26.0,75.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,62.0,4.0,7.0,103.5,0.0,Not_Canceled
2.0,0.0,0.0,1.0,147.0,9.0,13.0,130.0,0.0,Canceled
2.0,2.0,2.0,0.0,207.0,8.0,7.0,177.3,2.0,Canceled
2.0,2.0,1.0,4.0,233.0,8.0,22.0,158.95,0.0,Canceled
1.0,0.0,2.0,1.0,93.0,10.0,15.0,115.0,0.0,Canceled
2.0,0.0,2.0,7.0,8.0,3.0,22.0,158.22,0.0,Canceled
2.0,0.0,1.0,3.0,20.0,8.0,29.0,112.25,1.0,Not_Canceled
2.0,0.0,1.0,2.0,101.0,10.0,24.0,100.2,4.0,Not_Canceled
2.0,0.0,0.0,2.0,38.0,12.0,16.0,0.0,0.0,Not_Canceled
2.0,0.0,1.0,1.0,79.0,4.0,25.0,90.95,1.0,Not_Canceled
2.0,0.0,0.0,5.0,46.0,3.0,29.0,75.0,1.0,Not_Canceled
2.0,0.0,2.0,5.0,41.0,3.0,8.0,71.41,0.0,Not_Canceled
2.0,1.0,1.0,2.0,92.0,9.0,2.0,152.1,2.0,Not_Canceled
2.0,2.0,0.0,1.0,1.0,5.0,14.0,221.0,2.0,Not_Canceled
1.0,0.0,0.0,2.0,298.0,5.0,10.0,76.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,27.0,5.0,10.0,141.0,0.0,Canceled
2.0,0.0,0.0,3.0,5.0,6.0,14.0,100.0,0.0,Canceled
2.0,0.0,0.0,2.0,257.0,7.0,1.0,101.5,0.0,Canceled
2.0,0.0,0.0,2.0,6.0,12.0,3.0,55.0,0.0,Not_Canceled
3.0,0.0,1.0,3.0,49.0,3.0,17.0,120.06,2.0,Not_Canceled
2.0,0.0,1.0,2.0,186.0,4.0,22.0,80.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,41.0,6.0,28.0,85.6,0.0,Not_Canceled
1.0,0.0,0.0,3.0,73.0,11.0,24.0,67.83,0.0,Not_Canceled
2.0,0.0,2.0,0.0,155.0,8.0,28.0,86.4,0.0,Canceled
1.0,0.0,1.0,2.0,34.0,11.0,7.0,147.93,0.0,Not_Canceled
1.0,0.0,1.0,2.0,58.0,11.0,18.0,86.4,3.0,Not_Canceled
2.0,0.0,0.0,1.0,65.0,4.0,23.0,118.8,1.0,Not_Canceled
2.0,0.0,0.0,2.0,48.0,9.0,14.0,130.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,173.0,3.0,31.0,100.8,2.0,Canceled
3.0,0.0,1.0,3.0,83.0,3.0,21.0,97.75,1.0,Not_Canceled
1.0,0.0,1.0,0.0,1.0,9.0,7.0,133.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,305.0,11.0,4.0,89.0,0.0,Canceled
2.0,0.0,0.0,3.0,335.0,10.0,13.0,90.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,377.0,10.0,14.0,115.0,1.0,Canceled
2.0,0.0,0.0,1.0,100.0,10.0,16.0,108.0,0.0,Canceled
2.0,0.0,0.0,2.0,177.0,6.0,3.0,100.0,0.0,Canceled
2.0,0.0,2.0,5.0,299.0,9.0,17.0,100.3,0.0,Canceled
1.0,0.0,1.0,0.0,3.0,10.0,19.0,139.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,164.0,10.0,17.0,108.0,0.0,Canceled
2.0,0.0,0.0,1.0,105.0,4.0,6.0,75.0,0.0,Canceled
2.0,2.0,2.0,1.0,54.0,3.0,27.0,174.9,2.0,Not_Canceled
2.0,0.0,1.0,5.0,51.0,5.0,10.0,132.6,2.0,Not_Canceled
2.0,0.0,2.0,2.0,65.0,12.0,4.0,68.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,6.0,5.0,16.0,121.67,1.0,Not_Canceled
2.0,0.0,1.0,2.0,135.0,9.0,14.0,90.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,45.0,6.0,8.0,128.4,1.0,Not_Canceled
1.0,0.0,1.0,0.0,13.0,8.0,1.0,115.0,1.0,Not_Canceled
2.0,0.0,2.0,5.0,120.0,9.0,11.0,94.81,1.0,Not_Canceled
1.0,0.0,0.0,2.0,2.0,10.0,12.0,110.0,0.0,Not_Canceled
2.0,0.0,2.0,2.0,6.0,12.0,25.0,43.5,1.0,Not_Canceled
1.0,0.0,0.0,3.0,8.0,5.0,17.0,130.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,0.0,12.0,23.0,89.0,2.0,Not_Canceled
1.0,0.0,2.0,5.0,196.0,8.0,1.0,68.0,0.0,Not_Canceled
2.0,0.0,1.0,0.0,26.0,9.0,4.0,122.0,2.0,Not_Canceled
3.0,0.0,2.0,0.0,56.0,11.0,6.0,194.5,1.0,Canceled
2.0,0.0,0.0,2.0,19.0,6.0,22.0,100.0,0.0,Canceled
1.0,0.0,0.0,1.0,0.0,11.0,17.0,95.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,377.0,10.0,14.0,115.0,1.0,Canceled
1.0,0.0,0.0,1.0,7.0,3.0,17.0,82.4,1.0,Not_Canceled
1.0,0.0,2.0,0.0,80.0,7.0,24.0,94.5,1.0,Not_Canceled
2.0,0.0,2.0,4.0,35.0,9.0,26.0,166.58,2.0,Not_Canceled
2.0,0.0,2.0,0.0,4.0,6.0,12.0,72.25,0.0,Not_Canceled
3.0,0.0,2.0,6.0,141.0,8.0,17.0,139.95,0.0,Canceled
1.0,0.0,1.0,2.0,10.0,11.0,28.0,98.33,2.0,Not_Canceled
2.0,0.0,1.0,3.0,14.0,11.0,14.0,75.27,2.0,Not_Canceled
2.0,0.0,1.0,2.0,90.0,4.0,8.0,76.5,1.0,Not_Canceled
3.0,0.0,1.0,2.0,65.0,4.0,11.0,137.7,1.0,Not_Canceled
1.0,0.0,0.0,1.0,1.0,8.0,2.0,159.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,164.0,10.0,2.0,100.0,0.0,Not_Canceled
2.0,0.0,1.0,0.0,1.0,1.0,4.0,99.0,1.0,Not_Canceled
2.0,0.0,2.0,0.0,15.0,8.0,28.0,130.0,1.0,Not_Canceled
1.0,0.0,0.0,3.0,5.0,11.0,15.0,65.0,1.0,Not_Canceled
2.0,0.0,0.0,4.0,19.0,7.0,5.0,175.0,2.0,Not_Canceled
2.0,0.0,2.0,2.0,32.0,12.0,17.0,66.59,1.0,Not_Canceled
2.0,0.0,1.0,3.0,58.0,10.0,31.0,90.68,2.0,Not_Canceled
2.0,0.0,2.0,2.0,175.0,11.0,12.0,83.01,2.0,Not_Canceled
2.0,0.0,2.0,5.0,18.0,3.0,3.0,61.15,0.0,Not_Canceled
2.0,0.0,0.0,3.0,46.0,10.0,6.0,125.55,0.0,Canceled
2.0,0.0,0.0,3.0,71.0,9.0,22.0,95.0,0.0,Not_Canceled
2.0,1.0,2.0,1.0,50.0,11.0,5.0,114.09,0.0,Canceled
2.0,0.0,2.0,0.0,386.0,10.0,23.0,115.0,1.0,Canceled
2.0,0.0,0.0,2.0,14.0,7.0,21.0,105.0,0.0,Not_Canceled
2.0,0.0,2.0,4.0,123.0,5.0,22.0,114.75,1.0,Canceled
1.0,0.0,0.0,2.0,88.0,10.0,7.0,71.0,1.0,Not_Canceled
2.0,0.0,2.0,2.0,81.0,3.0,25.0,65.0,0.0,Canceled
1.0,0.0,0.0,3.0,19.0,10.0,6.0,80.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,124.0,5.0,5.0,94.5,1.0,Canceled
1.0,0.0,0.0,3.0,15.0,2.0,18.0,85.33,0.0,Not_Canceled
3.0,0.0,0.0,0.0,57.0,4.0,1.0,0.0,2.0,Not_Canceled
1.0,0.0,0.0,2.0,188.0,6.0,15.0,130.0,0.0,Canceled
2.0,0.0,1.0,5.0,7.0,10.0,17.0,140.0,1.0,Canceled
2.0,0.0,1.0,2.0,200.0,9.0,19.0,161.1,2.0,Canceled
1.0,0.0,2.0,4.0,245.0,7.0,6.0,110.0,0.0,Canceled
2.0,0.0,1.0,2.0,177.0,10.0,14.0,80.75,0.0,Not_Canceled
2.0,0.0,2.0,1.0,124.0,8.0,8.0,94.5,0.0,Not_Canceled
2.0,0.0,1.0,2.0,107.0,11.0,4.0,124.2,1.0,Canceled
2.0,0.0,0.0,3.0,24.0,12.0,7.0,106.33,1.0,Not_Canceled
1.0,0.0,1.0,0.0,0.0,1.0,25.0,79.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,31.0,9.0,16.0,75.0,0.0,Canceled
2.0,0.0,0.0,1.0,9.0,4.0,19.0,89.0,0.0,Canceled
2.0,0.0,1.0,1.0,33.0,1.0,25.0,64.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,46.0,2.0,18.0,72.0,1.0,Canceled
2.0,0.0,2.0,3.0,15.0,9.0,20.0,124.0,2.0,Not_Canceled
3.0,0.0,1.0,3.0,147.0,7.0,7.0,138.55,1.0,Canceled
2.0,0.0,0.0,3.0,19.0,10.0,6.0,90.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,16.0,10.0,7.0,135.0,0.0,Canceled
2.0,0.0,2.0,0.0,19.0,9.0,11.0,87.2,0.0,Not_Canceled
3.0,0.0,2.0,2.0,158.0,2.0,27.0,93.0,1.0,Not_Canceled
2.0,0.0,0.0,1.0,7.0,3.0,23.0,101.0,0.0,Canceled
1.0,0.0,1.0,2.0,3.0,10.0,19.0,132.0,0.0,Not_Canceled
1.0,0.0,1.0,2.0,32.0,7.0,25.0,130.5,1.0,Canceled
3.0,0.0,2.0,2.0,18.0,12.0,30.0,166.85,2.0,Not_Canceled
3.0,0.0,0.0,2.0,15.0,4.0,26.0,152.0,2.0,Not_Canceled
2.0,0.0,2.0,3.0,44.0,11.0,5.0,60.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,140.0,10.0,11.0,108.0,2.0,Canceled
2.0,0.0,0.0,1.0,40.0,5.0,21.0,89.4,0.0,Canceled
2.0,0.0,1.0,3.0,39.0,10.0,12.0,94.5,2.0,Not_Canceled
2.0,0.0,0.0,3.0,8.0,11.0,3.0,116.67,1.0,Not_Canceled
2.0,0.0,2.0,2.0,125.0,8.0,7.0,76.5,1.0,Canceled
2.0,0.0,0.0,1.0,92.0,11.0,11.0,90.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,50.0,3.0,11.0,87.3,1.0,Not_Canceled
1.0,0.0,0.0,2.0,12.0,6.0,14.0,65.0,1.0,Not_Canceled
2.0,0.0,0.0,1.0,25.0,12.0,27.0,65.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,248.0,5.0,26.0,118.0,0.0,Canceled
2.0,0.0,0.0,3.0,206.0,9.0,8.0,130.5,1.0,Canceled
1.0,0.0,0.0,1.0,8.0,2.0,11.0,79.0,0.0,Not_Canceled
2.0,0.0,2.0,2.0,159.0,10.0,30.0,83.5,2.0,Canceled
0.0,2.0,2.0,2.0,241.0,10.0,29.0,81.76,1.0,Not_Canceled
1.0,0.0,0.0,2.0,5.0,11.0,2.0,94.0,0.0,Canceled
1.0,0.0,2.0,3.0,52.0,3.0,17.0,104.08,2.0,Not_Canceled
1.0,0.0,1.0,0.0,6.0,9.0,27.0,206.0,1.0,Not_Canceled
2.0,0.0,1.0,1.0,33.0,1.0,25.0,62.0,0.0,Canceled
2.0,0.0,0.0,4.0,210.0,10.0,19.0,96.3,0.0,Canceled
2.0,0.0,1.0,3.0,228.0,10.0,17.0,90.95,2.0,Canceled
2.0,0.0,0.0,3.0,46.0,12.0,7.0,102.6,2.0,Not_Canceled
2.0,0.0,0.0,1.0,225.0,11.0,25.0,67.5,0.0,Canceled
2.0,0.0,0.0,2.0,78.0,4.0,8.0,85.5,0.0,Canceled
2.0,0.0,0.0,2.0,191.0,10.0,20.0,96.3,1.0,Canceled
2.0,2.0,1.0,0.0,35.0,12.0,28.0,150.3,1.0,Not_Canceled
3.0,0.0,1.0,3.0,26.0,4.0,11.0,144.5,2.0,Not_Canceled
2.0,0.0,2.0,0.0,2.0,12.0,18.0,96.0,1.0,Not_Canceled
2.0,0.0,1.0,1.0,3.0,9.0,19.0,177.5,1.0,Not_Canceled
2.0,0.0,0.0,3.0,37.0,10.0,27.0,94.36,1.0,Canceled
2.0,0.0,0.0,4.0,48.0,11.0,10.0,43.5,0.0,Not_Canceled
2.0,1.0,2.0,1.0,23.0,6.0,18.0,149.0,0.0,Canceled
2.0,0.0,1.0,2.0,95.0,5.0,6.0,140.4,1.0,Not_Canceled
2.0,0.0,1.0,3.0,59.0,9.0,5.0,123.98,1.0,Not_Canceled
2.0,0.0,2.0,3.0,53.0,1.0,24.0,60.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,317.0,9.0,15.0,120.0,0.0,Canceled
2.0,0.0,1.0,3.0,137.0,11.0,14.0,75.9,0.0,Canceled
2.0,0.0,0.0,2.0,263.0,10.0,21.0,110.0,0.0,Canceled
1.0,0.0,1.0,3.0,96.0,3.0,24.0,99.45,0.0,Not_Canceled
1.0,0.0,1.0,1.0,17.0,8.0,22.0,67.0,1.0,Not_Canceled
2.0,0.0,1.0,2.0,166.0,8.0,12.0,127.8,1.0,Canceled
2.0,1.0,0.0,2.0,55.0,11.0,11.0,113.4,1.0,Canceled
1.0,0.0,0.0,1.0,14.0,3.0,9.0,86.0,1.0,Not_Canceled
2.0,0.0,1.0,3.0,2.0,6.0,16.0,72.25,0.0,Not_Canceled
1.0,0.0,0.0,2.0,2.0,9.0,23.0,72.2,0.0,Not_Canceled
3.0,0.0,2.0,1.0,195.0,8.0,13.0,106.03,1.0,Canceled
2.0,0.0,1.0,3.0,82.0,9.0,22.0,95.0,0.0,Canceled
2.0,0.0,1.0,1.0,190.0,4.0,9.0,70.0,0.0,Canceled
2.0,0.0,2.0,3.0,5.0,10.0,18.0,115.8,0.0,Not_Canceled
2.0,0.0,1.0,0.0,5.0,9.0,20.0,114.0,2.0,Not_Canceled
2.0,0.0,0.0,4.0,58.0,12.0,13.0,57.6,1.0,Not_Canceled
2.0,0.0,0.0,1.0,4.0,11.0,9.0,205.0,1.0,Not_Canceled
2.0,0.0,0.0,1.0,1.0,3.0,16.0,109.0,1.0,Not_Canceled
1.0,0.0,0.0,2.0,1.0,1.0,27.0,71.7,0.0,Not_Canceled
2.0,0.0,1.0,3.0,35.0,11.0,2.0,60.0,0.0,Not_Canceled
2.0,1.0,2.0,5.0,186.0,10.0,2.0,125.1,0.0,Canceled
2.0,0.0,2.0,5.0,60.0,7.0,3.0,60.27,0.0,Not_Canceled
2.0,0.0,1.0,0.0,263.0,9.0,21.0,67.0,0.0,Not_Canceled
2.0,0.0,1.0,1.0,174.0,10.0,10.0,70.0,0.0,Canceled
2.0,0.0,0.0,1.0,2.0,2.0,6.0,81.0,1.0,Not_Canceled
2.0,0.0,2.0,1.0,82.0,12.0,19.0,60.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,240.0,8.0,18.0,85.5,1.0,Canceled
2.0,0.0,0.0,2.0,346.0,9.0,13.0,115.0,1.0,Canceled
2.0,0.0,0.0,2.0,10.0,9.0,22.0,114.0,2.0,Not_Canceled
1.0,0.0,0.0,2.0,2.0,1.0,13.0,77.5,0.0,Not_Canceled
1.0,0.0,2.0,4.0,69.0,6.0,12.0,120.0,0.0,Canceled
2.0,0.0,0.0,2.0,54.0,3.0,2.0,87.3,0.0,Canceled
2.0,0.0,1.0,4.0,62.0,11.0,25.0,60.0,0.0,Not_Canceled
2.0,2.0,0.0,2.0,1.0,8.0,11.0,162.0,0.0,Not_Canceled
2.0,1.0,0.0,2.0,55.0,10.0,18.0,142.2,2.0,Not_Canceled
2.0,0.0,2.0,5.0,21.0,12.0,6.0,90.1,1.0,Not_Canceled
0.0,2.0,1.0,1.0,247.0,8.0,27.0,86.63,1.0,Canceled
1.0,0.0,1.0,0.0,0.0,4.0,4.0,89.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,102.0,10.0,16.0,109.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,102.0,10.0,16.0,87.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,46.0,8.0,17.0,125.1,2.0,Not_Canceled
2.0,1.0,1.0,2.0,30.0,10.0,23.0,118.2,1.0,Not_Canceled
2.0,0.0,0.0,3.0,130.0,6.0,2.0,116.1,0.0,Canceled
1.0,0.0,0.0,3.0,28.0,9.0,27.0,115.23,2.0,Not_Canceled
2.0,0.0,0.0,2.0,265.0,6.0,24.0,115.0,1.0,Canceled
1.0,0.0,0.0,3.0,88.0,5.0,3.0,96.0,0.0,Not_Canceled
1.0,0.0,1.0,4.0,12.0,10.0,5.0,110.5,0.0,Not_Canceled
1.0,0.0,1.0,2.0,88.0,10.0,7.0,68.0,0.0,Not_Canceled
2.0,0.0,0.0,1.0,52.0,11.0,3.0,79.2,0.0,Canceled
3.0,0.0,1.0,5.0,303.0,12.0,27.0,159.23,1.0,Canceled
2.0,0.0,0.0,3.0,119.0,2.0,10.0,81.0,1.0,Canceled
1.0,0.0,0.0,2.0,119.0,4.0,15.0,90.9,0.0,Not_Canceled
3.0,0.0,1.0,2.0,23.0,5.0,2.0,143.99,1.0,Not_Canceled
2.0,0.0,0.0,1.0,10.0,10.0,8.0,145.0,0.0,Canceled
2.0,0.0,0.0,2.0,17.0,3.0,17.0,80.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,25.0,11.0,11.0,9.0,0.0,Not_Canceled
2.0,0.0,2.0,1.0,30.0,11.0,26.0,88.0,0.0,Canceled
2.0,0.0,1.0,1.0,25.0,10.0,17.0,154.0,1.0,Not_Canceled
2.0,0.0,0.0,4.0,8.0,8.0,9.0,148.0,1.0,Not_Canceled
1.0,0.0,1.0,3.0,179.0,8.0,31.0,77.56,1.0,Not_Canceled
3.0,0.0,0.0,3.0,120.0,7.0,28.0,140.7,0.0,Not_Canceled
2.0,0.0,0.0,1.0,15.0,8.0,17.0,109.55,1.0,Not_Canceled
2.0,2.0,0.0,1.0,16.0,3.0,8.0,83.03,0.0,Canceled
2.0,0.0,1.0,3.0,186.0,7.0,21.0,90.95,1.0,Not_Canceled
2.0,0.0,2.0,6.0,88.0,3.0,31.0,72.25,1.0,Not_Canceled
1.0,0.0,0.0,1.0,41.0,9.0,4.0,83.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,308.0,11.0,25.0,52.0,0.0,Canceled
2.0,0.0,0.0,4.0,122.0,5.0,3.0,99.45,0.0,Canceled
2.0,1.0,1.0,2.0,42.0,4.0,29.0,143.1,2.0,Not_Canceled
2.0,0.0,2.0,3.0,25.0,9.0,15.0,135.0,1.0,Canceled
2.0,0.0,2.0,1.0,81.0,7.0,16.0,96.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,64.0,5.0,17.0,130.0,0.0,Not_Canceled
1.0,0.0,1.0,1.0,0.0,11.0,7.0,73.15,0.0,Not_Canceled
2.0,0.0,0.0,1.0,0.0,2.0,13.0,106.0,0.0,Not_Canceled
1.0,0.0,1.0,0.0,27.0,9.0,19.0,118.15,0.0,Canceled
1.0,0.0,0.0,1.0,181.0,10.0,11.0,120.0,1.0,Canceled
2.0,0.0,1.0,1.0,71.0,5.0,7.0,116.1,1.0,Canceled
2.0,0.0,0.0,4.0,56.0,3.0,29.0,85.85,1.0,Not_Canceled
2.0,0.0,0.0,4.0,76.0,4.0,12.0,80.75,0.0,Canceled
2.0,0.0,1.0,0.0,6.0,6.0,20.0,0.0,1.0,Not_Canceled
2.0,0.0,2.0,5.0,42.0,3.0,12.0,127.79,1.0,Not_Canceled
1.0,0.0,0.0,2.0,57.0,9.0,16.0,75.0,0.0,Not_Canceled
2.0,0.0,0.0,3.0,57.0,11.0,1.0,79.2,1.0,Not_Canceled
2.0,0.0,2.0,1.0,89.0,11.0,28.0,55.63,2.0,Not_Canceled
2.0,0.0,1.0,2.0,9.0,2.0,12.0,48.67,0.0,Not_Canceled
2.0,0.0,1.0,2.0,315.0,9.0,30.0,160.0,0.0,Canceled
2.0,0.0,0.0,1.0,15.0,2.0,19.0,81.0,0.0,Not_Canceled
1.0,0.0,0.0,1.0,2.0,9.0,21.0,0.0,0.0,Not_Canceled
2.0,0.0,1.0,3.0,75.0,3.0,17.0,80.0,0.0,Canceled
2.0,0.0,0.0,1.0,29.0,9.0,15.0,105.0,1.0,Not_Canceled
2.0,0.0,2.0,0.0,386.0,10.0,23.0,115.0,1.0,Canceled
2.0,1.0,1.0,3.0,40.0,3.0,10.0,98.1,2.0,Not_Canceled
1.0,0.0,0.0,1.0,3.0,11.0,5.0,65.0,0.0,Not_Canceled
2.0,0.0,1.0,3.0,8.0,12.0,3.0,58.41,0.0,Not_Canceled
2.0,0.0,0.0,2.0,0.0,8.0,14.0,109.0,0.0,Not_Canceled
2.0,0.0,1.0,2.0,159.0,9.0,19.0,144.0,0.0,Canceled
1.0,0.0,2.0,2.0,1.0,2.0,5.0,62.91,1.0,Not_Canceled
1.0,0.0,0.0,3.0,15.0,2.0,18.0,86.0,0.0,Not_Canceled
2.0,0.0,1.0,3.0,85.0,10.0,6.0,85.0,1.0,Not_Canceled
2.0,0.0,2.0,3.0,157.0,8.0,21.0,75.27,0.0,Canceled
2.0,0.0,0.0,5.0,140.0,12.0,29.0,70.0,0.0,Not_Canceled
3.0,0.0,0.0,3.0,28.0,11.0,17.0,51.6,1.0,Not_Canceled
1.0,0.0,0.0,1.0,7.0,10.0,22.0,65.0,0.0,Not_Canceled
2.0,0.0,2.0,2.0,67.0,11.0,25.0,75.0,0.0,Not_Canceled
2.0,0.0,2.0,1.0,177.0,10.0,29.0,104.4,2.0,Canceled
2.0,0.0,0.0,4.0,280.0,11.0,16.0,73.95,1.0,Canceled
1.0,0.0,0.0,1.0,11.0,1.0,28.0,57.98,1.0,Not_Canceled
2.0,0.0,2.0,1.0,197.0,10.0,8.0,108.9,0.0,Canceled
2.0,0.0,0.0,1.0,289.0,10.0,17.0,67.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,315.0,12.0,2.0,52.0,0.0,Not_Canceled
2.0,0.0,0.0,2.0,107.0,8.0,25.0,142.2,0.0,Not_Canceled
3.0,0.0,1.0,2.0,28.0,11.0,11.0,166.67,0.0,Canceled
1.0,0.0,1.0,0.0,0.0,2.0,29.0,65.0,1.0,Not_Canceled
1.0,0.0,0.0,3.0,12.0,10.0,7.0,139.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,72.0,9.0,21.0,95.0,0.0,Not_Canceled
2.0,0.0,1.0,0.0,59.0,10.0,10.0,108.0,1.0,Canceled
1.0,1.0,0.0,4.0,59.0,12.0,7.0,68.07,1.0,Not_Canceled
2.0,2.0,0.0,3.0,36.0,9.0,15.0,207.9,3.0,Not_Canceled
2.0,0.0,0.0,2.0,11.0,11.0,18.0,111.0,1.0,Canceled
2.0,0.0,2.0,1.0,26.0,6.0,11.0,95.0,0.0,Not_Canceled
1.0,0.0,0.0,2.0,29.0,12.0,2.0,66.18,1.0,Not_Canceled
2.0,0.0,1.0,2.0,273.0,5.0,13.0,95.0,0.0,Canceled
2.0,0.0,1.0,2.0,2.0,6.0,13.0,145.67,2.0,Not_Canceled
2.0,0.0,1.0,2.0,189.0,3.0,25.0,60.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,42.0,9.0,28.0,95.0,0.0,Not_Canceled
3.0,0.0,0.0,3.0,14.0,3.0,10.0,102.0,1.0,Not_Canceled
2.0,0.0,1.0,1.0,159.0,4.0,9.0,70.0,1.0,Not_Canceled
2.0,0.0,0.0,2.0,25.0,10.0,21.0,139.0,1.0,Not_Canceled
2.0,0.0,0.0,1.0,6.0,2.0,20.0,80.0,1.0,Not_Canceled
2.0,0.0,0.0,3.0,217.0,8.0,17.0,88.5,0.0,Canceled
1.0,0.0,0.0,1.0,20.0,5.0,26.0,110.0,0.0,Canceled
1.0,0.0,0.0,3.0,209.0,12.0,8.0,81.9,1.0,Not_Canceled
1.0,0.0,0.0,3.0,151.0,1.0,19.0,80.0,0.0,Not_Canceled
2.0,0.0,0.0,4.0,57.0,11.0,1.0,79.2,1.0,Not_Canceled
