Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,ReachedOnTime
F,Ship,4,1,161,3,low,M,59,1454,Yes
A,Ship,4,2,262,2,low,F,37,3523,Yes
B,Ship,5,2,157,3,low,M,1,1798,Yes
C,Ship,3,1,164,3,medium,F,9,1803,Yes
F,Ship,4,4,174,2,low,F,11,1577,Yes
D,Ship,2,2,188,4,medium,M,39,2424,Yes
F,Ship,3,1,141,2,low,F,4,1297,Yes
A,Ship,5,5,134,2,medium,M,64,1785,Yes
B,Ship,2,4,147,2,medium,F,65,1738,Yes
C,Ship,4,1,180,3,medium,M,27,1551,Yes
F,Ship,3,3,225,2,medium,M,55,2259,Yes
D,Ship,2,3,172,3,medium,F,11,1522,Yes
F,Ship,6,2,131,5,medium,F,5,1718,Yes
A,Ship,3,1,270,4,low,M,47,3487,Yes
B,Ship,3,4,172,3,low,M,56,1103,Yes
C,Ship,4,5,198,3,medium,M,33,2129,Yes
F,Ship,4,2,167,3,low,M,21,1637,Yes
D,Ship,2,2,168,5,medium,F,1,1885,Yes
F,Ship,4,1,165,4,medium,F,34,1831,Yes
A,Ship,4,5,149,6,medium,M,40,1974,Yes
B,Ship,3,3,186,3,low,M,24,3262,Yes
C,Ship,4,1,151,2,low,F,47,1682,Yes
F,Ship,3,5,146,3,medium,F,30,1569,Yes
D,Ship,4,5,232,2,low,M,54,2526,Yes
F,Ship,4,1,177,2,low,F,22,1698,Yes
A,Ship,4,4,149,2,medium,F,19,1665,Yes
B,Ship,4,2,180,3,low,M,3,1518,Yes
C,Ship,5,5,172,2,medium,F,40,1446,Yes
F,Ship,5,2,160,3,medium,M,44,1054,Yes
D,Ship,3,2,206,2,medium,F,28,2822,Yes
F,Ship,4,5,146,3,low,F,9,1685,Yes
A,Ship,2,1,257,2,low,F,24,2130,Yes
B,Ship,5,5,219,3,medium,M,27,3430,Yes
C,Ship,4,2,274,2,medium,M,55,3416,Yes
F,Ship,2,2,177,5,low,M,36,1249,Yes
D,Road,4,3,209,2,medium,M,57,3741,Yes
F,Road,4,1,207,2,low,M,2,3242,Yes
A,Road,4,4,153,3,low,F,27,1613,Yes
B,Road,4,4,158,3,low,F,61,1507,Yes
C,Road,3,4,261,2,medium,F,52,3340,Yes
F,Road,4,1,182,6,low,M,41,2047,Yes
D,Road,2,3,128,2,medium,F,53,1530,Yes
F,Road,2,1,178,3,low,M,6,1184,Yes
A,Road,2,4,198,3,low,M,37,2555,Yes
B,Road,4,3,137,3,medium,M,46,1299,Yes
C,Road,4,1,168,2,low,F,41,1515,Yes
F,Road,3,3,248,4,low,F,36,3276,Yes
D,Road,5,2,225,3,medium,F,29,2411,Yes
F,Road,5,4,239,2,low,M,35,2107,Yes
A,Road,5,4,256,3,low,F,43,3658,Yes
B,Road,5,1,109,2,high,M,23,1479,Yes
C,Road,3,3,274,2,medium,F,59,3436,Yes
F,Road,5,4,157,4,low,F,65,1951,Yes
D,Road,3,2,125,3,medium,F,12,1212,Yes
F,Road,4,5,203,2,low,F,20,2421,Yes
A,Road,3,3,120,3,low,F,55,1534,Yes
B,Road,3,5,194,4,medium,F,21,2695,Yes
C,Flight,4,2,257,4,high,M,58,2269,Yes
F,Flight,4,4,233,2,medium,M,39,2291,Yes
D,Flight,5,2,193,2,low,F,1,2775,Yes
F,Flight,5,3,202,6,low,F,34,2936,Yes
A,Flight,4,5,270,3,low,M,30,2720,Yes
B,Flight,5,5,240,3,medium,F,12,2723,Yes
C,Flight,3,2,224,3,medium,M,63,2085,Yes
F,Flight,4,1,195,2,medium,M,19,2878,Yes
D,Flight,3,2,165,3,medium,M,47,1639,Yes
F,Flight,4,1,164,2,medium,F,3,1124,Yes
A,Flight,3,1,105,3,low,M,58,1304,Yes
B,Flight,3,1,248,3,low,M,9,2616,Yes
C,Flight,4,3,269,6,medium,M,62,3950,Yes
F,Flight,4,1,253,3,low,M,36,2591,Yes
D,Flight,3,1,231,4,medium,F,60,3755,Yes
F,Flight,3,1,164,2,low,F,39,1532,Yes
A,Flight,3,3,176,3,medium,M,14,1705,Yes
B,Flight,4,3,149,3,medium,M,17,1990,Yes
C,Flight,4,5,187,5,medium,M,16,3781,Yes
F,Flight,3,2,150,2,low,M,53,1319,Yes
D,Flight,3,2,190,3,medium,M,18,2715,Yes
F,Flight,4,1,226,3,low,M,42,3077,Yes
A,Ship,3,4,98,2,low,F,32,1539,Yes
B,Ship,3,5,152,2,medium,F,6,1800,Yes
C,Ship,2,2,173,2,medium,M,34,1575,Yes
F,Ship,4,1,160,2,high,F,65,1861,Yes
D,Ship,4,2,180,3,low,M,22,1261,Yes
F,Ship,3,2,175,2,medium,F,12,1817,Yes
A,Ship,3,3,274,3,low,M,6,2986,Yes
B,Ship,4,1,216,4,low,M,4,2263,Yes
C,Ship,6,2,283,2,low,F,18,3077,Yes
F,Ship,6,4,192,3,high,F,19,2944,Yes
D,Ship,3,4,236,4,medium,F,43,2584,Yes
F,Ship,4,2,232,3,high,M,46,2835,Yes
A,Ship,2,3,204,4,low,F,20,3135,Yes
B,Ship,3,2,138,2,medium,F,46,1436,Yes
C,Ship,3,4,154,2,low,M,29,1016,Yes
F,Ship,4,3,244,2,low,M,17,3125,Yes
D,Ship,3,2,144,3,medium,F,48,1867,Yes
F,Ship,3,4,274,3,medium,M,19,3076,Yes
A,Ship,3,2,182,3,low,F,54,3972,Yes
B,Ship,6,1,250,5,low,F,53,3352,Yes
C,Ship,4,4,207,2,medium,F,14,2945,Yes
F,Ship,3,4,242,3,high,M,54,3011,Yes
D,Ship,5,1,154,2,low,M,37,1671,Yes
F,Ship,4,4,176,3,medium,M,53,1472,Yes
A,Ship,3,5,252,3,low,M,18,3701,Yes
B,Ship,4,1,147,3,medium,M,32,1666,Yes
C,Ship,5,3,157,4,low,M,1,1306,Yes
F,Ship,3,1,257,2,medium,M,37,3517,Yes
D,Ship,4,3,172,3,medium,F,6,1261,Yes
F,Ship,4,3,134,3,high,F,22,1629,Yes
A,Ship,2,2,152,4,low,F,48,1212,Yes
B,Ship,3,1,161,3,low,F,57,1918,Yes
C,Ship,3,1,269,3,low,M,47,3033,Yes
F,Ship,2,3,164,2,medium,M,64,1689,Yes
D,Ship,5,3,114,6,medium,F,60,1746,Yes
F,Ship,6,5,213,6,low,M,7,2709,Yes
A,Ship,4,4,255,3,medium,F,60,2777,Yes
B,Ship,3,3,135,3,medium,F,28,1329,Yes
C,Ship,3,2,155,3,medium,F,7,1434,Yes
F,Ship,6,3,273,4,medium,F,32,2532,Yes
D,Ship,4,3,135,3,low,F,15,1008,Yes
F,Ship,4,4,170,3,low,M,29,1188,Yes
A,Ship,6,4,138,5,medium,F,15,1181,Yes
B,Ship,3,2,213,4,low,M,53,3502,Yes
C,Ship,4,5,156,5,high,F,55,1619,Yes
F,Ship,3,1,139,2,low,M,47,1241,Yes
D,Ship,3,1,263,3,medium,M,6,2715,Yes
F,Ship,2,3,160,4,low,F,53,1850,Yes
A,Ship,3,3,148,2,low,M,39,1402,Yes
B,Ship,4,3,259,3,high,M,45,3761,Yes
C,Ship,5,4,273,3,low,F,60,3384,Yes
F,Ship,3,2,212,3,medium,F,9,2521,Yes
D,Ship,3,5,144,6,low,F,46,1110,Yes
F,Ship,2,2,193,3,medium,M,64,2867,Yes
A,Ship,5,2,198,3,low,F,44,3706,Yes
B,Ship,3,5,207,4,low,F,45,3770,Yes
C,Ship,6,1,236,4,low,F,10,2030,Yes
F,Ship,4,2,165,3,low,M,7,1702,Yes
D,Ship,3,3,162,3,low,M,3,1693,Yes
F,Ship,4,2,184,3,low,F,63,3609,Yes
A,Ship,5,5,145,2,medium,M,48,1834,Yes
B,Ship,3,3,228,2,medium,M,27,3473,Yes
C,Ship,5,5,213,2,high,M,12,2522,Yes
F,Ship,2,2,146,3,medium,F,1,1162,Yes
D,Ship,4,2,220,3,high,F,39,2459,Yes
F,Ship,3,4,231,3,medium,F,49,3441,Yes
A,Ship,3,4,212,8,low,F,56,3337,Yes
B,Ship,4,3,202,3,low,F,48,2213,Yes
C,Ship,5,5,208,8,low,M,39,2905,Yes
F,Ship,3,3,200,3,low,M,46,2460,Yes
D,Ship,3,2,250,3,low,F,37,2736,Yes
F,Ship,3,5,126,2,low,F,29,1192,Yes
A,Ship,4,1,222,4,medium,F,42,2762,Yes
B,Ship,6,2,236,4,low,F,61,3140,Yes
C,Ship,4,3,165,3,low,M,4,1484,Yes
F,Ship,3,4,162,3,low,M,17,1700,Yes
D,Ship,4,3,184,3,low,F,37,3436,Yes
F,Ship,5,3,145,2,medium,M,6,1965,Yes
A,Ship,3,4,228,2,medium,M,46,3306,Yes
B,Ship,5,3,213,2,high,F,27,2581,Yes
C,Ship,2,3,146,3,medium,M,18,1289,Yes
F,Ship,4,1,220,3,high,M,2,3886,Yes
D,Ship,3,4,231,3,medium,M,39,3792,Yes
F,Ship,3,4,212,8,low,F,34,2750,Yes
A,Ship,4,5,202,3,low,F,38,2651,Yes
B,Ship,5,2,208,8,low,M,62,3450,Yes
C,Ship,3,3,200,3,low,M,4,3791,Yes
F,Ship,3,1,250,3,low,F,8,3617,Yes
D,Ship,3,5,126,2,low,F,63,1141,Yes
F,Ship,4,3,222,4,medium,M,49,3697,Yes
A,Ship,3,3,273,6,low,M,6,1771,Yes
B,Ship,6,5,161,4,medium,F,20,1338,Yes
C,Ship,5,1,236,3,medium,F,10,1347,Yes
F,Road,6,3,281,5,medium,F,8,1864,Yes
D,Road,5,3,168,4,low,M,7,1298,Yes
F,Road,5,1,206,4,low,M,62,1137,Yes
A,Road,4,1,144,4,high,M,5,1294,Yes
B,Road,5,3,239,5,medium,F,19,2988,Yes
C,Road,3,5,129,3,medium,F,52,1513,Yes
F,Road,4,5,201,4,medium,M,46,3498,Yes
D,Road,5,5,160,3,medium,M,55,1911,Yes
F,Road,6,5,130,6,low,F,60,1971,Yes
A,Road,3,1,132,4,medium,M,58,1067,Yes
B,Road,4,2,185,4,medium,F,36,2583,Yes
C,Road,5,1,271,4,low,F,4,2718,Yes
F,Road,5,2,168,2,medium,M,20,1539,Yes
D,Road,5,5,154,3,medium,F,50,1389,Yes
F,Road,3,3,203,3,low,M,4,3114,Yes
A,Road,3,1,274,3,low,M,4,2087,Yes
B,Road,5,4,280,4,low,F,19,3298,Yes
C,Road,4,5,196,2,low,M,51,3151,Yes
F,Road,5,2,159,3,medium,F,63,1675,Yes
D,Road,5,4,269,3,medium,M,15,2522,Yes
F,Road,4,3,161,3,low,F,52,1199,Yes
A,Road,3,1,159,2,medium,F,44,1806,Yes
B,Flight,5,4,147,6,medium,F,21,1145,Yes
C,Flight,3,3,214,2,medium,F,4,3754,Yes
F,Flight,4,5,157,4,medium,F,12,1038,Yes
D,Flight,5,5,147,2,medium,M,19,1936,Yes
F,Flight,5,4,182,3,medium,F,11,3545,Yes
A,Flight,3,5,188,2,low,F,12,2711,Yes
B,Flight,3,1,104,2,low,M,1,1021,Yes
C,Flight,5,5,195,3,low,M,55,2641,Yes
F,Flight,4,1,235,2,high,M,64,2107,Yes
D,Flight,4,5,219,2,medium,F,21,3830,Yes
F,Flight,4,5,253,2,low,F,36,3389,Yes
A,Flight,3,3,253,4,medium,F,57,2489,Yes
B,Flight,4,1,167,3,low,M,42,1197,Yes
C,Flight,4,2,211,2,low,F,39,2520,Yes
F,Flight,3,4,155,3,medium,M,4,1548,Yes
D,Flight,6,1,231,4,medium,F,23,2455,Yes
F,Flight,5,4,182,4,low,M,61,3063,Yes
A,Flight,3,5,212,2,medium,M,56,3547,Yes
B,Flight,3,1,107,3,high,F,13,1861,Yes
C,Flight,5,2,172,4,high,F,61,1161,Yes
F,Flight,3,2,224,3,low,M,40,2180,Yes
D,Flight,3,4,209,3,high,F,37,3650,Yes
F,Ship,4,5,268,2,medium,M,46,3076,Yes
A,Ship,3,2,141,4,low,M,9,1909,Yes
B,Ship,4,4,260,2,low,M,17,3068,Yes
C,Ship,5,4,151,4,medium,M,10,1441,Yes
F,Ship,5,2,184,2,medium,M,27,3276,Yes
D,Ship,5,1,270,3,high,M,52,3908,Yes
F,Ship,5,4,135,2,medium,F,20,1908,Yes
A,Ship,4,3,276,4,low,F,3,3889,Yes
B,Ship,4,4,177,3,medium,M,23,1142,Yes
C,Ship,3,2,149,3,medium,F,64,1920,Yes
F,Ship,4,3,220,4,low,M,19,3602,Yes
D,Ship,4,5,267,3,low,F,53,3742,Yes
F,Ship,3,2,274,3,medium,F,50,3958,Yes
A,Ship,4,4,243,3,low,M,10,3327,Yes
B,Ship,5,1,166,2,low,M,44,1647,Yes
C,Ship,5,2,225,3,medium,M,1,2049,Yes
F,Ship,3,3,138,2,medium,F,40,1117,Yes
D,Ship,4,3,141,4,medium,F,38,1599,Yes
F,Ship,3,4,271,4,medium,F,16,2693,Yes
A,Ship,6,5,243,3,medium,F,35,2374,Yes
B,Ship,3,3,231,3,medium,M,53,2333,Yes
C,Ship,5,4,168,3,low,M,34,1779,Yes
F,Ship,5,3,264,2,low,F,61,2025,Yes
D,Ship,4,3,233,3,medium,M,26,2624,Yes
F,Ship,4,2,247,5,medium,F,17,3630,Yes
A,Ship,3,4,176,3,low,F,4,1095,Yes
B,Ship,5,5,257,4,medium,M,31,2040,Yes
C,Ship,3,1,147,4,low,M,18,1613,Yes
F,Ship,5,5,195,2,low,F,6,3936,Yes
D,Ship,2,4,153,2,medium,F,57,1264,Yes
F,Ship,3,5,237,4,low,M,28,3903,Yes
A,Ship,6,4,217,5,low,F,7,3725,Yes
B,Ship,5,1,140,4,medium,M,48,1322,Yes
C,Ship,2,5,164,4,medium,M,2,1439,Yes
F,Ship,3,3,243,3,medium,F,27,2052,Yes
D,Ship,3,4,158,3,high,M,41,1137,Yes
F,Ship,5,5,180,4,high,M,10,1200,Yes
A,Ship,4,3,139,3,low,M,64,1814,Yes
B,Ship,4,4,162,2,medium,M,8,1386,Yes
C,Ship,5,3,206,4,low,M,18,3104,Yes
F,Ship,3,2,238,2,low,M,19,2196,Yes
D,Ship,5,3,254,2,medium,M,4,3297,Yes
F,Ship,5,3,270,3,medium,M,38,3669,Yes
A,Ship,3,2,255,2,low,M,18,3732,Yes
B,Ship,4,4,182,2,low,F,13,3332,Yes
C,Ship,3,3,149,2,medium,M,7,1145,Yes
F,Ship,4,1,221,5,medium,M,22,3075,Yes
D,Ship,4,5,135,2,low,M,60,1026,Yes
F,Ship,3,1,188,2,low,F,14,2074,Yes
A,Ship,5,5,194,3,low,M,47,2256,Yes
B,Ship,4,3,134,2,medium,F,29,1010,Yes
C,Ship,3,4,210,2,medium,M,29,3142,Yes
F,Ship,4,2,169,2,low,M,22,1322,Yes
D,Ship,3,3,147,2,low,F,52,1040,Yes
F,Ship,4,1,213,3,low,F,21,3585,Yes
A,Ship,3,2,223,2,low,M,64,3595,Yes
B,Ship,4,1,233,2,medium,F,60,2671,Yes
C,Ship,4,2,218,2,high,M,1,2990,Yes
F,Ship,4,5,219,3,medium,M,27,3684,Yes
D,Ship,3,2,145,2,low,F,44,1212,Yes
F,Ship,3,3,257,3,low,M,44,3370,Yes
A,Ship,3,1,238,6,medium,F,59,3375,Yes
B,Ship,4,1,145,6,low,M,32,1673,Yes
C,Ship,4,4,243,3,low,F,36,2111,Yes
F,Ship,4,4,179,2,low,M,18,1369,Yes
D,Ship,2,3,188,2,high,M,25,2033,Yes
F,Ship,4,4,168,3,medium,M,53,1782,Yes
A,Ship,5,4,157,4,low,M,58,1252,Yes
B,Ship,3,4,172,3,low,M,32,1943,Yes
C,Ship,5,1,195,3,low,M,37,3690,Yes
F,Ship,3,2,225,3,low,F,59,3488,Yes
D,Ship,3,3,227,2,medium,F,24,2749,Yes
F,Ship,3,5,159,3,low,M,46,1857,Yes
A,Ship,2,2,273,3,low,M,56,2633,Yes
B,Ship,5,2,214,6,low,F,3,3234,Yes
C,Ship,4,2,175,3,medium,F,34,1005,Yes
F,Ship,3,5,213,2,low,F,39,2857,Yes
D,Ship,4,3,190,4,medium,M,12,3115,Yes
F,Ship,4,2,265,4,medium,F,40,2637,Yes
A,Ship,4,4,146,4,low,M,12,1899,Yes
B,Ship,5,4,229,2,medium,F,44,2419,Yes
C,Ship,3,5,195,3,medium,F,47,2439,Yes
F,Ship,2,5,151,3,low,M,34,1652,Yes
D,Ship,4,2,217,3,low,M,1,3133,Yes
F,Ship,4,4,134,3,low,F,14,1716,Yes
A,Ship,3,5,195,2,low,F,42,3814,Yes
B,Ship,4,3,142,4,low,M,29,1420,Yes
C,Ship,2,4,182,4,medium,M,1,3624,Yes
F,Ship,4,2,155,5,low,F,48,1043,Yes
D,Ship,3,5,238,2,medium,F,34,2726,Yes
F,Ship,4,1,182,3,medium,F,49,3198,Yes
A,Ship,4,1,237,4,medium,F,22,2231,Yes
B,Ship,4,4,222,3,low,F,24,3503,Yes
C,Road,5,4,177,2,medium,F,45,1664,Yes
F,Road,4,4,197,3,medium,F,41,3280,Yes
D,Road,3,1,224,3,low,F,48,3672,Yes
F,Road,3,3,193,2,low,M,19,3097,Yes
A,Road,3,1,169,3,high,M,24,1740,Yes
B,Road,3,4,248,2,medium,F,15,2983,Yes
C,Road,6,5,246,4,medium,M,50,3618,Yes
F,Road,4,1,232,3,medium,M,55,2686,Yes
D,Road,3,5,251,3,low,F,21,2476,Yes
F,Road,3,4,163,3,medium,M,58,1443,Yes
A,Road,6,4,201,2,low,M,4,5916,Yes
B,Road,6,5,141,3,medium,M,8,5031,No
C,Road,3,3,219,3,low,M,4,5956,No
F,Road,4,3,161,3,high,M,7,4245,No
D,Road,4,5,225,4,medium,M,5,4622,No
F,Road,5,3,277,3,medium,M,1,4186,Yes
A,Road,3,3,256,4,medium,M,3,4732,No
B,Road,6,2,153,5,low,F,1,4597,Yes
C,Road,4,4,135,3,low,F,4,4651,Yes
F,Road,3,3,253,3,medium,M,7,5085,No
D,Road,4,5,139,3,low,M,5,5335,No
F,Road,3,5,136,2,high,F,1,4971,No
A,Flight,4,1,172,3,medium,M,7,4883,No
B,Flight,4,2,272,3,high,F,6,4559,No
C,Flight,3,3,207,3,high,M,1,5632,Yes
F,Flight,2,3,134,3,low,M,4,5958,No
D,Flight,3,3,238,8,medium,F,3,4943,No
F,Flight,2,4,274,10,high,M,3,4167,Yes
A,Flight,4,2,237,6,low,F,8,5695,No
B,Flight,3,2,153,10,high,M,2,5455,No
C,Flight,4,1,223,3,low,F,8,4974,Yes
F,Flight,3,4,149,3,low,M,1,5040,Yes
D,Flight,3,5,132,3,low,M,7,4013,Yes
F,Flight,4,2,246,3,low,F,7,5616,No
A,Flight,4,2,159,5,low,F,4,5547,Yes
B,Flight,3,1,162,8,high,F,10,5429,No
C,Flight,3,3,123,5,medium,F,5,4292,No
F,Flight,5,1,231,7,high,F,9,5558,No
D,Flight,3,1,213,10,medium,M,9,4862,No
F,Flight,5,2,160,3,high,M,1,5834,No
A,Flight,4,4,225,5,low,M,5,5060,Yes
B,Flight,3,1,178,3,low,M,3,4811,No
C,Flight,4,1,273,3,medium,M,5,5055,No
F,Flight,3,2,129,3,high,M,9,4342,Yes
D,Ship,3,1,273,6,low,F,9,1198,Yes
F,Ship,6,3,161,4,medium,M,8,1247,No
A,Ship,4,5,139,3,low,F,3,5824,Yes
B,Ship,3,2,136,2,high,F,6,4002,Yes
C,Ship,4,4,172,3,medium,F,1,4201,No
F,Ship,4,2,272,3,high,M,7,5927,No
D,Ship,3,2,207,3,high,F,3,4909,Yes
F,Ship,2,3,134,3,low,M,6,4444,Yes
A,Ship,3,2,238,8,medium,M,3,4388,Yes
B,Ship,2,1,274,10,high,F,1,5622,No
C,Ship,4,3,237,6,low,M,8,5588,No
F,Ship,3,2,153,10,high,F,7,5305,No
D,Ship,4,2,223,3,low,M,7,4026,Yes
F,Ship,3,5,149,3,low,F,9,5412,No
A,Ship,3,3,132,3,low,M,6,5721,Yes
B,Ship,4,3,246,3,low,F,5,4710,No
C,Ship,4,3,159,5,low,M,4,4666,Yes
F,Ship,3,3,162,8,high,F,10,4842,No
D,Ship,3,1,123,5,medium,F,10,4231,No
F,Ship,5,5,231,7,high,M,6,5755,No
A,Ship,3,3,213,10,medium,M,2,4847,No
B,Ship,5,1,160,3,high,M,2,5141,Yes
C,Ship,4,3,225,5,low,M,8,4195,No
F,Ship,3,5,178,3,low,F,3,5540,No
D,Ship,4,5,273,3,medium,M,2,4374,No
F,Ship,3,3,129,3,high,M,7,5197,Yes
A,Ship,3,1,273,6,low,M,1,1293,No
B,Ship,6,4,161,4,medium,M,3,1747,Yes
C,Ship,5,2,206,4,low,M,5,1149,No
F,Ship,4,5,296,2,medium,M,1,1678,No
D,Ship,3,2,249,5,medium,F,6,1887,No
F,Ship,4,4,301,5,low,M,6,1931,No
A,Ship,4,3,296,3,low,M,4,1991,No
B,Ship,3,5,205,4,low,M,2,1648,No
C,Ship,3,3,132,2,low,F,9,4355,Yes
F,Ship,4,2,223,3,high,M,5,4282,No
D,Ship,3,1,190,3,medium,F,2,4312,No
F,Ship,5,3,194,3,low,F,1,4331,No
A,Ship,2,4,176,2,medium,F,2,5138,No
B,Ship,6,4,227,5,medium,F,8,4388,No
C,Ship,5,1,149,2,low,M,9,5435,No
F,Ship,5,2,173,2,low,M,7,5836,No
D,Ship,3,2,181,2,low,F,6,5410,No
F,Ship,3,5,251,2,low,M,4,4015,No
A,Ship,4,5,243,3,low,F,2,4909,No
B,Ship,3,4,210,3,low,M,10,4398,Yes
C,Ship,5,2,145,4,medium,F,9,4028,No
F,Ship,3,1,196,3,low,M,10,4546,No
D,Ship,3,4,154,2,medium,M,5,5735,Yes
F,Ship,4,1,164,4,low,M,6,4432,Yes
A,Ship,4,2,210,3,medium,F,1,4379,Yes
B,Ship,5,3,212,2,low,F,7,5219,No
C,Ship,3,1,263,2,medium,M,9,4868,Yes
F,Ship,3,4,155,2,low,M,3,5481,Yes
D,Ship,3,4,223,2,low,M,9,4211,No
F,Ship,5,4,269,3,low,F,3,4489,No
A,Ship,3,4,117,3,low,F,6,4046,No
B,Ship,4,4,151,2,low,M,3,4105,Yes
C,Ship,4,2,271,3,medium,M,4,4743,Yes
F,Ship,3,3,205,3,low,M,10,5714,No
D,Ship,5,3,210,5,medium,M,9,5431,Yes
F,Ship,4,1,133,2,medium,M,8,4277,No
A,Ship,5,2,215,6,medium,F,5,5195,Yes
B,Ship,2,3,140,3,low,F,2,4691,No
C,Ship,3,3,255,2,low,M,8,5955,Yes
F,Ship,2,5,159,3,low,M,5,4190,No
D,Ship,5,3,169,2,low,M,8,5352,Yes
F,Ship,5,4,182,2,medium,M,2,4554,Yes
A,Ship,2,5,231,2,low,F,10,4406,Yes
B,Ship,3,4,177,3,low,F,6,4445,No
C,Ship,4,3,250,3,medium,F,3,5055,Yes
F,Ship,4,2,145,3,medium,F,4,5122,Yes
D,Ship,2,5,117,3,high,F,2,4268,Yes
F,Ship,3,4,170,3,low,M,5,4716,Yes
A,Ship,4,4,173,3,high,F,9,5382,Yes
B,Ship,4,2,232,3,medium,M,8,4658,Yes
C,Ship,3,2,231,4,medium,M,4,5510,No
F,Ship,3,4,136,3,medium,M,2,4524,Yes
D,Ship,4,1,189,3,medium,M,5,4496,Yes
F,Ship,5,4,222,3,low,M,7,5340,No
A,Ship,4,3,148,3,high,F,7,5034,Yes
B,Ship,5,2,265,2,medium,F,7,5464,Yes
C,Ship,4,1,181,2,low,F,3,5877,No
F,Ship,6,5,189,2,high,M,4,5898,Yes
D,Ship,3,2,160,3,medium,F,6,4808,Yes
F,Ship,3,3,235,3,medium,F,10,4186,No
A,Ship,3,4,100,3,medium,M,4,4191,No
B,Ship,5,5,135,4,medium,F,7,5765,Yes
C,Ship,5,2,137,3,low,M,6,4883,No
F,Ship,4,2,222,3,high,F,9,5337,No
D,Ship,5,1,246,3,medium,F,10,4078,Yes
F,Ship,3,3,202,3,medium,F,8,5486,Yes
A,Ship,4,5,273,3,low,F,1,5043,Yes
B,Road,5,1,248,2,low,F,9,5881,Yes
C,Road,4,4,199,4,medium,F,5,4194,No
F,Road,4,3,209,3,medium,M,7,4104,Yes
D,Road,4,5,216,2,low,M,2,4905,No
F,Road,4,2,227,3,low,M,2,4318,Yes
A,Road,3,1,216,4,medium,F,4,4416,No
B,Road,2,3,242,2,medium,F,1,5892,Yes
C,Road,5,4,217,3,medium,F,8,4949,Yes
F,Road,2,2,160,3,medium,F,9,4613,No
D,Road,5,3,141,2,medium,M,4,5257,No
F,Road,5,4,263,2,medium,F,5,4595,No
A,Road,5,4,171,4,low,M,7,5359,Yes
B,Road,3,5,195,2,low,F,4,4864,No
C,Road,3,5,237,3,low,M,4,5561,Yes
F,Road,2,5,241,4,low,F,4,5693,Yes
D,Road,3,4,134,3,medium,F,9,4230,Yes
F,Road,5,5,156,3,low,F,5,5398,Yes
A,Road,3,4,211,2,low,M,6,6000,No
B,Road,3,2,243,2,low,F,5,4769,No
C,Road,4,3,196,2,medium,F,7,4116,Yes
F,Road,3,3,242,2,medium,F,7,4960,No
D,Road,3,4,175,3,low,F,3,4449,No
F,Flight,2,2,155,3,low,M,1,5154,No
A,Flight,4,1,200,2,low,F,9,4808,Yes
B,Flight,3,3,191,3,low,M,4,4586,No
C,Flight,4,5,221,3,low,F,6,5895,No
F,Flight,3,1,135,3,low,M,9,4511,No
D,Flight,3,2,152,4,medium,F,7,5943,Yes
F,Flight,2,5,172,2,low,M,7,4649,No
A,Flight,5,2,253,2,high,F,2,5643,Yes
B,Flight,5,1,270,2,high,M,10,5360,No
C,Flight,2,4,139,4,high,M,3,5041,No
F,Flight,5,2,257,4,medium,M,9,5088,No
D,Flight,4,1,155,3,low,F,5,4283,Yes
F,Flight,3,5,125,2,low,M,5,4933,Yes
A,Flight,5,4,233,2,low,F,7,4597,Yes
B,Flight,3,3,205,2,medium,M,6,4989,Yes
C,Flight,5,4,243,3,medium,M,4,4420,Yes
F,Flight,4,4,208,3,low,F,10,4919,No
D,Flight,3,1,230,3,medium,F,6,4392,No
F,Flight,4,5,205,3,medium,M,5,4949,Yes
A,Flight,3,4,170,2,low,F,2,5664,No
B,Flight,4,2,222,2,medium,M,5,4268,No
C,Flight,5,4,186,2,low,M,3,4213,No
F,Ship,5,1,208,2,low,F,8,5218,No
D,Ship,4,3,223,3,medium,F,9,5897,No
F,Ship,5,3,154,2,medium,M,8,4006,No
A,Ship,5,3,235,4,medium,F,10,4011,No
B,Ship,4,3,271,3,medium,M,1,4137,No
C,Ship,4,5,250,3,low,F,2,5206,No
F,Ship,4,2,206,2,medium,M,4,5159,No
D,Ship,3,1,153,3,low,M,10,5121,Yes
F,Ship,4,4,212,2,medium,F,6,4117,Yes
A,Ship,6,4,168,2,high,M,6,5686,No
B,Ship,3,1,171,2,low,M,10,5379,Yes
C,Ship,3,5,132,2,low,M,10,4462,Yes
F,Ship,5,3,141,3,low,M,9,4857,No
D,Ship,3,2,254,2,low,M,1,4334,No
F,Ship,4,4,159,2,medium,F,6,5221,No
A,Ship,2,4,194,2,low,F,4,4803,Yes
B,Ship,4,3,178,6,low,M,6,4203,No
C,Ship,3,4,151,3,low,M,2,5712,Yes
F,Ship,5,1,244,2,low,F,5,4125,Yes
D,Ship,3,2,237,3,low,M,8,5287,Yes
F,Ship,3,1,241,3,medium,M,9,5184,No
A,Ship,4,2,156,3,low,M,3,5923,No
B,Ship,4,3,243,3,medium,M,1,5021,No
C,Ship,5,5,219,2,medium,M,4,4289,No
F,Ship,4,5,168,2,high,M,2,5776,No
D,Ship,6,3,224,6,high,M,8,5661,No
F,Ship,4,4,216,2,medium,M,2,5840,Yes
A,Ship,3,1,187,5,low,F,6,4698,No
B,Ship,5,3,204,3,high,F,1,4037,Yes
